"project_id","project_name","discipline_name"
5308336,"Pathobiochemie und Molekulargenetik hereditärer Porphyrien","Klinische Chemie und Pathobiochemie"
5308388,"Turbulenzerzeugung im kontrahierenden protostellaren Wolkenkern durch magnetische Scherströmungsinstabilitäten","Astrophysik und Astronomie"
5308518,"Photoinduzierte Erzeugung und Anregung von Hadronen","Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder"
5308720,"Ca-Si-Fe-Perowskite mit Sauerstoff-Defekten: Strukturen, Stabilität, Eigenschaften","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5308822,"Abschluss des Corpus der Römischen Funde im Barbaricum/Deutschland - Lieferung 'Rheinland'/Römische Beschlagteile militärischer Verwendung zwischen Rhein und Oder","Ur- und Frühgeschichte (weltweit)"
5309174,"Expression und Inhibierung der angiogeneserelevanten Faktoren Angiopoietin 1 und 2 sowie des vaskulären endothelialen Wachstumsfaktors im ektopen Endometrium auf der Chorioallantoismembran","Frauenheilkunde und Geburtshilfe"
5309376,"Untersuchung und Verbesserung der Langzeitstabilität der Verbundstruktur Luftelektrode/Elektrolyt bei elektrischen und thermomechanischen Belastungswechseln unter Betriebsbedingungen","FK Werkstofftechnik"
5309876,"Struktur und Wirkung nanopartikulärer Eisenoxide","Bodenwissenschaften"
5310356,"Genetic analysis of androgenetic alopecia","Humangenetik"
5310424,"Biometry, monitoring of recruitment, data management, genetic epidemiological analysis","Epidemiologie, Medizinische Biometrie, Medizinische Informatik"
5310444,"Serotonintransporter bei Alkohol- und Medikamentenabhängigkeit, Depression und Zwangskrankheiten","Klinische Neurowissenschaften II - Psychiatrie, Psychotherapie, Psychosomatik"
5310462,"Untersuchungen zur Funktion von Fibroblasten unter Belastung mit Zahnrestaurationsmaterialien und in Kombination mit Antioxidanzien sowie Untersuchungen zum Metabolismus von Zahnrestaurationsmaterialien in vitro","Pharmakologie"
5311236,"Das Verhalten von Seltenerd-Elemente - insbesondere Gadolinium als Abwasserindikator - in Oberflächen- und Grundwässern","Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung"
5311664,"Steuerungsfaktoren der Karbonatplattform-Entwicklung: Eine Rekonstruktion basierend auf einer mathematischen Modellierung und einer computergestützten 3D Simulation","Geologie, Ingenieurgeologie, Paläontologie"
5311924,"Pedologisch-moorkundliche Untersuchungen zur Landschafts- und Besiedlungsgeschichte des Federseegebietes","Humangeographie"
5312488,"Vermehrung (Expansion) von hämatopoetischen Stammzellen in vitro und in vivo durch die Aktivität des Homöobox-Transkriptionsfaktors HoxB4","Immunologie"
5312494,"Tierexperimentelle Untersuchungen zur Rolle von Protease-aktivierten Rezeptoren (PARs) beim Schlaganfall: Pathophysiologie, Toleranzinduktion, therapeutische Möglichkeiten","Molekulare Neurowissenschaft und Neurogenetik"
5313824,"Synthese anorganischer Materialien über die Gasphase: Interdisziplinäre Ansätze zu Entwicklung, Verständnis und Kontrolle von CVD-Verfahren","Chemische und Thermische Verfahrenstechnik"
5313838,"PACVD-Synthese und Charakterisierung von Si/(B)/C/N-Hartstoffschichten für tribologische Anwendungen","Chemische und Thermische Verfahrenstechnik"
5313942,"Bedeutung der hypoxisch bedingten intrauterinen Leptinsynthese für das postnatale Leben","Kinder- und Jugendmedizin"
5314406,"Statistische Physik von Multiple-Alignment Algorithmen","Theoretische Physik der kondensierten Materie"
5314612,"Integrierte Kontrolle von Tomatenschädlingen, unter besonderer Berücksichtigung der biologischen Bekämpfung von Thripsen","Phytomedizin"
5314618,"Integrierte Kontrolle von Tomatenschädlingen, unter besonderer Berücksichtigung der biologischen Bekämpfung von Thripsen","Phytomedizin"
5314728,"MRT-gestützte Klassifikation der Gewebeperfusion nach Schlaganfall mittels prospektiver Registrierung von Initialbild und Verlaufskontrolle zur Bildung voxelbasierter mehrdimensionaler Merkmale","Epidemiologie, Medizinische Biometrie, Medizinische Informatik"
5314890,"Mn/Fe-Präzipitate als geochemisches Archiv postglazialer Veränderungen in der Ostsee","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5315300,"Untersuchungen zum Schnittkraftabfall als Kriterium für HSC-Bedingungen beim Hochgeschwindigkeitsfräsen von verschiedenen Werkstoffen mit unterschiedlichen Werkzeugkontaktverhältnissen","Spanende Fertigungstechnik"
5315346,"In vitro: Induzierte Keimbildung und Reifung anorganischer 'Apatitischer Biominerale' an einer definierten organischen Matrix","FK Physik der kondensierten Materie"
5315358,"Charakterisierung, Transport und Deposition von Silica-Polymeren in ausgewählten monocotyledonen und dicotyledonen Holzgewächsen","Erfassung, Steuerung und Nutzung der Waldressourcen"
5316082,"Synergie von Beobachtungsdaten und 3D-Modellen: Dynamik und Schwebstofftransport","Physik, Chemie und Biologie des Meeres"
5316088,"Ereignisgesteuerte Stoffumsatz- und Transferprozesse in der Wassersäule des Wattenmeers: Kopplung von Mikrobiologie, Sedimentologie und Geochemie","Physik, Chemie und Biologie des Meeres"
5316532,"Wechselwirkung zwischen Astrozyten und Subtypen von Neuronen - ein morpho-physiologischer Ansatz mit neuen transgenen Tiermodellen","Evolution, Anthropologie"
5316682,"Angepaßte Gewächshaussysteme für die integrierte Gemüseproduktion in den Tropen","Verfahrens- und Landtechnik"
5317526,"Die Bedeutung von `Lamellar Bodies` bei Störungen der intestinalen Membranintegrität im Rahmen chronisch-entzündlicher Darmerkrankungen","Klinische Chemie und Pathobiochemie"
5317608,"Structure-Function-Analysis of selected Snake Venom Proteins and Inhibitor Studies as Target for Drug Design Studies","Biochemie"
5317940,"Molekularsystematische Untersuchungen zur Koevolution des südostasiatischen Ameisen-Pflanzen-Symbiosesystems Crematogaster-Macaranga","Systematik und Morphologie"
5318334,"Phänotypisierung der Defekte der Insulinsekretion bei Nachkommen von Typ 2 Diabetikern","Endokrinologie, Diabetologie"
5318964,"Ökonomische Eliten im erweiterten Europa: Rekrutierung, Karrieren und Handlungsorientierungen von Managern (A02)","Empirische Sozialforschung"
5319120,"Offene und geschlossene Beschäftigungssysteme: Interaktionen betrieblicher Personal- und individuelle Erwerbsstrategien (B02)","Empirische Sozialforschung"
5320024,"Archäologische, numismatische und naturwissenschaftliche Forschungen zum keltisch-römischen Heiligtum und Oppidum auf dem Mart- und Hüttenberg bei Pommern und Karden an der Untermosel","Ur- und Frühgeschichte (weltweit)"
5320224,"Versagensmechanik langfaserverstärkter Metall-Matrix-Verbundwerkstoffe unter mechanischer und thermischer Wechselbelastung am Beispiel SiC/Ti-6242","Herstellung und Eigenschaften von Funktionsmaterialien"
5320270,"Versagensmechanik langfaserverstärkter Metall-Matrix-Verbundwerkstoffe unter mechanischer und thermischer Wechselbelastung am Beispiel SiC/Ti-6242","Herstellung und Eigenschaften von Funktionsmaterialien"
5321226,"Klinische Heterogenität und Familiarität von Zwangsstörungen","Klinische Neurowissenschaften II - Psychiatrie, Psychotherapie, Psychosomatik"
5321384,"Synthese und Multielement-NMR-spektroskopische und strukturelle Charakterisierung von Carbonylkomplex-Kationen der Elemente in den Gruppen 10 und 11","Anorganische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung"
5321558,"Verbesserte Quantifizierung von in vivo Protonenspektren bei Hirntumoren unter Berücksichtigung des Partialvolumens","Radiologie und Nuklearmedizin"
5322483,"Strukturwandel in altindustriellen Regionen in Deutschland und Südkorea","Humangeographie"
5323410,"Involviert die inhibitorische Aktivität von Su(H) in Drosophila melanogaster die Aktivitäten von H und dCtBP?","Zellbiologie"
5323510,"Entwicklung und Herstellung spezifischer Holzwerkstoffe sowie deren mikroskopisch-chemische Analyse im Hinblick auf die Umsetzung in strukturierte SiC-Keramiken","Metallurgische und thermische Prozesse und thermomechanische Behandlung von Werkstoffen"
5323804,"Charakterisierung der Expression, morphologischen Verteilung und Regulation von ATP-binding-cassette Transportern in der Darmmukosa von Patienten mit entzündlichen Darmerkrankungen","Klinische Chemie und Pathobiochemie"
5323964,"Cold Ca molecules: generation, detection and cold collisions","Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen"
5324606,"Soziale Ungleichheit und Typ 1-Diabetes mellitus bei Kindern und Jugendlichen in verschiedenen Erkrankungsabschnitten","Epidemiologie, Medizinische Biometrie, Medizinische Informatik"
5325642,"Zeitliches und räumliches Muster der Phytochromlokalisation sowie der durch Phytochrome gesteuerten Genexpression (A08)","Spezielle Botanik und Evolution"
5326406,"Multizentrische randomisierte Studien zur Wirksamkeitsprüfung der Extrakorporalen Stoßwellentherapie (ESWT) bei Epicondylitis humeri radialis (Tennisellbogen) und plantarer Fasciitis (Fersensporn)","Unfallchirurgie und Orthopädie"
5327036,"Vom Jugendlichen zum Erwachsenen. Soziale und ökonomische Verselbständigung bei Problemgruppen","Sozialisations-, Institutions- und Professionsforschung"
5327050,"Einfluss von Dimensionsreduzierung und Unordnung auf die optischen und elektronischen Eigenschaften von Halbleitern","Theoretische Physik der kondensierten Materie"
5327056,"Elektronische Transportprozesse in heterogenen Polymersystemen und an Polymer/Polymer-Grenzflächen","Präparative und Physikalische Chemie von Polymeren"
5327208,"Dynamik optisch generierter Ladungsträger in Polymeren und Oligomeren","Präparative und Physikalische Chemie von Polymeren"
5327330,"Identifizierung und Charakterisierung von Resistenzen ADP-Rezeptor-vermittelter Signalübertragung in humanen Thrombozyten","Kardiologie, Angiologie"
5327450,"Optimierung der Zähigkeitsmechanismen Crazing und Scherung in neuartigen Styrolpolymeren und in transparenten schlagzähen Polymeren auf Styrolbasis","Präparative und Physikalische Chemie von Polymeren"
5327456,"Zähigkeitsoptimierte heterophasige Polyolefinwerkstoffe","Präparative und Physikalische Chemie von Polymeren"
5328214,"Integration, turnover and phosphorylation processes of the chlorophyll-binding polypeptides of photosystem II (B 9)","FK Pflanzenwissenschaften"
5328438,"Magnetostratigraphie des Buntsandsteins und Muschelkalks in Deutschland","Geologie, Ingenieurgeologie, Paläontologie"
5329518,"Die tertiäre Hebungsgeschichte der Alpen","Geologie, Ingenieurgeologie, Paläontologie"
5329592,"Untersuchung von Plasma-Wand- und Plasma- Kaltgas- Wechselwirkungen an einer großvolumigen ECR-Plasma-Quelle (A 9)","Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen"
5330364,"Neurophysiologische Analyse kortikaler Aktivität bei normaler Funktion und läsionsinduzierter Störung des zentralen sensomotorischen Systems (Z 2)","FK Neurowissenschaft"
5330404,"Theorie des Mott-Hubbard-Übergangs in stark korrelierten Elektronensystemen (A 8)","Theoretische Physik der kondensierten Materie"
5330422,"Lokalisierung und Transport in mososkopischen Systemen (B 1)","Theoretische Physik der kondensierten Materie"
5330664,"Beeinflussung der Lipidorganisation des Stratum corneum zur Modulation der Barrierefunktion und der Wirkstoffpenetration in die menschliche Haut (A 8)","Biophysik"
5330874,"Quantenkinetische Theorie dichter Plasmen (B 2)","Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen"
5332188,"Mechanisms of metal-silicate segregation during formation of the Martian core","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5332500,"Methoden der Informationsgewinnung (M 09)","Betriebs-, Kommunikations- und Informationssysteme"
5333060,"Selektive Hemmung des Transkriptionsfaktors NF-kB in Kupfferzellen - Bedeutung für den Ischämie-Reperfusionsschaden der Leber","Gefäß- und Viszeralchirurgie"
5334092,"Structure and funktion of VAT, the archaeal homologue of Cdc48 and p97 (A 04)","Biochemie"
5334978,"Application of geothermometers to Martian meteorites","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5335332,"Modellierung des Klimas für ausgewählte Zeitscheiben des Neogens","Geologie, Ingenieurgeologie, Paläontologie"
5336148,"Miocene carbonate deposition: Relationship to the establishment of the modern thermohaline circulation","Geologie, Ingenieurgeologie, Paläontologie"
5336238,"Struktur-Funktions-Untersuchungen an gedächtnisrelevanten Strukturen (A 4)","Klinische Neurowissenschaften I - Neurologie, Neurochirurgie, Neuropathologie"
5336244,"Genetische Grundlagen von Temporallappen-Epilepsien (A 5)","Humangenetik"
5336260,"Rolle von Cajal-Retzius und Reelin bei Migrationsstörunen in der Hippocampus-Entwicklung (B 1)","Anatomie"
5336326,"Chemische und biologische Charakterisierung der pinealen Antitumoraktivität (PATA) aus Schafszirbeldrüsen sowie Versuche zur Strukturaufklärung","Frauenheilkunde und Geburtshilfe"
5336424,"Strukturelle und funktionelle Untersuchungen des Escherichia coli Ribosoms bei 'quasi atomarer' Auflösung","Biochemie"
5336488,"Metaplastizität synaptischer Übertragung: Interaktion mit Gedächtnisprozessen bei humaner Epilepsie und Epilepsietiermodellen (C 4)","Klinische Neurowissenschaften I - Neurologie, Neurochirurgie, Neuropathologie"
5336704,"Modellierung und Simulation des Werkstoffverhaltens bei der elektromagnetischen Blechumformung","Ur- und Umformtechnik"
5336716,"Modellierung und Simulation des Werkstoffverhaltens bei der elektromagnetischen Blechumformung","Ur- und Umformtechnik"
5336920,"Biodiversität im Spätproterozoikum - Frühkambrium der Yangtze Plattform, China","Geologie, Ingenieurgeologie, Paläontologie"
5337500,"Theorie zur Dynamik und Kontrolle photoinduzierter Prozesse in großen molekularen Systemen (C 05)","Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen"
5337538,"Glaziale Ablagerungen des Siniums auf der Yangtze-Plattform, Südchina: Sedimentologische und geochemische Hinweise auf jungproterozoische Klimaänderungen als Test der 'Snowball Earth'-Hypothese","Geologie, Ingenieurgeologie, Paläontologie"
5337632,"Isotopic investigation of the sulfur and carbon cycles in sedimentary rocks from the Yangtze Platform, China: seawater chemistry and biogeochemical evolution during the terminal Neoproterozoic and early Paleozoic","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5338562,"Compilation of sedimentological and geophysical data from ODP Leg 178 (Sites 1095 and 1096) at the Pacific margin of the Antarctic Peninsula as input parameters for a numerical model simulating drift development","Geologie, Ingenieurgeologie, Paläontologie"
5338698,"Hematopoietische Stammzellen zur Regeneration der atrophischen Choriodea bei altersabhängiger Makula Degeneration","Klinische Neurowissenschaften III - Augenheilkunde"
5338956,"Der Ecdysteroidrezeptor: Ein Hauptschalter für die postembryonale Entwicklung von Arthropoden - Einfluss von intra- u. intermolekularen Wechselwirkungen auf Rezeptorfunktionen 'in vitro' und 'in vivo'","Genetik, Zell- und Entwicklungsbiologie"
5339608,"Adhäsin-vermittelte Interaktionen von Helicobacter pylori mit Speichelproteinen (B 05)","Zahnheilkunde; Mund-, Kiefer- und Gesichtschirurgie"
5340636,"Veränderungen der neuronalen Erregbarkeit in der Hirnrinde bei Gliominvasion","Systemische Neurowissenschaft, Computational Neuroscience, Verhalten"
5340643,"Untersuchung zur Entstehung und Beeinflussung von Frühstadien der Membranentstehung bei aseptischer Endoprothesenlockerung in einem Wistarratten-Modell","Rheumatologie, Klinische Immunologie, Allergologie"
5340710,"Rolle des Zink-Finger-Proteins Miz-1 in der Tumorigenese und in der Kontrolle der Proliferation von Keratinozyten und Lymphozyten","Zellbiologie"
5340990,"Katalysatoren und Reaktionskinetik","Chemische und Thermische Verfahrenstechnik"
5341064,"Untersuchung der Kinetik des Reaktionsnetzwerkes der C2-Kohlenwasserstoffoxidaten für ausgewählte partikuläre Katalysatoren und katalytisch aktive Membranen","Chemische und Thermische Verfahrenstechnik"
5341210,"Einsatz von Membranen in Wirbelschichten für die Oxidation von Kohlenwasserstoffen","Chemische und Thermische Verfahrenstechnik"
5341306,"Konservative Therapie des Zentralarterienverschlusses (ZAV) versus intraarterielle Fibrinolyse","Klinische Neurowissenschaften III - Augenheilkunde"
5342065,"Untersuchung eines neuartigen hochauflösenden optischen Liniensensors für die Durchflussmesstechnik","Strömungsmechanik"
5342314,"Biosynthese von Xanthophyllen in Grünalgen und Kieselalgen","Pflanzenökologie und Ökosystemforschung"
5342968,"Numerische Wiedereintritts-Aerothermodynamik (C 3)","Strömungsmechanik"
5343050,"Strukturelle Untersuchungen an CNG-Kanälen","Physiologie"
5343084,"Mathematische Methoden zur Analyse und Synthese komplexer Daten aus unterschiedlichen Experimenten (C07)","Pflanzenbau"
5343274,"Strukturierung und Biologisierung von NiTi-Oberflächen zur Optimierung des Gewebekontaktes (C06)","FK Materialwissenschaft"
5343316,"Theorie makromolekularer Gläser (D 2)","Präparative und Physikalische Chemie von Polymeren"
5343538,"Struktur und Entmischungsphänomene von Silikatgläsern (S16)","FK Molekülchemie"
5343900,"Nichtlineare Wechselwirkungen bei piezoelektische angeregten Oberflächenwellen (B 6)","Mathematik"
5343949,"Induktion zentraler und peripherer Transplantattoleranz durch alloantigen-exprimierende hämatopoetische Zellen (B 5)","Hämatologie, Onkologie, Transfusionsmedizin"
5343965,"Wavelet Methods for Systems of Operator Equations (C 01)","Mathematik"
5344001,"Molekulare Mechanismen der Reaktivität von menschlichen T-Zellen gegen xenogenes Gewebe. Untersuchungen im Modell der SCID-hu Maus (B12)","FK Grundlagen der Biologie und Medizin"
5344044,"Lebertransplantation bei viraler Hepatitis: Ätiologie, Pathogenese, Prognose und Prophylaxe der Reinfektion (C 5)","Gastroenterologie, Stoffwechsel"
5344170,"Untersuchungen zur Synthese, Strukturen und strukturellen Änderungen von Chalcophosphaten AIMIIPQ4 (Q = S, Se)","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5344397,"Kohlenstoff- und Stickstoffquellen juveniler Strandkrabben (Carcinus maenas) im Wattenmerr","Evolution, Anthropologie"
5344760,"Umweltverständnis der Fulbe: Eine linguistische, botanische und kulturgeographische Untersuchung in der Sahel- und Sudanzone (B 7)","FK Geographie"
5345312,"Quelle ultrakalten Neutronen (UCN) am pulsbaren Forschungsreaktor TRIGA Mainz sowie Studien mit UCN","Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder"
5345513,"Klinische Studien zur Optimierung der lokalen Tiefenhyperthermie im Rahmen multimodaler Therapiekonzepte für das lokal fortgeschrittene und rezidivierte Rektumkarzinom (B 1)","Radiologie und Nuklearmedizin"
5345769,"Koordinationschemie von Eisen in silikatischen Gläsern und Schmelzen - eine XAFS Studie","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5345775,"Klima- und Ökosystementwicklung im zirkumalpinen Raum im Vergleich zum Atlantik und Indik (B 4)","Geologie, Ingenieurgeologie, Paläontologie"
5345785,"Quartäre Schotterkörper: Sedimentgeologie, Hydrogeologie und Klimageschichte (C 3)","Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung"
5345983,"Physikalische Eigenschaften und Umwandlungsphänomene auf Grenzflächen und in beschränkter Geometrie (B 06)","Theoretische Physik der kondensierten Materie"
5346158,"Die Bedeutung des Einsatzes neuer Technologien für Gesundheitsergebnisse und Kosten am Beispiel der Herzinfarktversorgung","Epidemiologie, Medizinische Biometrie, Medizinische Informatik"
5346446,"Hocheffektive oxidische Thermoelektrika mit niederdimensionalen Leitungsphänomenen - Präparation und anwendungsnahe Charakterisierung von Calcium- und Natriumcobaltat","Herstellung und Eigenschaften von Funktionsmaterialien"
5346490,"Untersuchungen zur Bestimmung von Elementspuren in biologischen Matrizes mit verschiedenen atomspektrometrischen Bestimmungsmethoden unter Einsatz eines Hochtemperatur/Hochdruck-Fließaufschlusses","Analytik, Methodenentwicklung (Chemie)"
5346553,"Die Funktion des Alzheimer-Amyloid-Precursor-Proteins (APP): Identifikation von sAPP-Bindungsstellen, ihr Vorkommen in Mikrodomänen und ihre Endocytose (B 2)","FK Grundlagen der Biologie und Medizin"
5346695,"Large-Eddy Simulation (LES) der oszillierenden Strömung in Brennkammern bei Konfigurationen mit pilotierten Vormischflammen (A 06)","Strömungsmechanik"
5346775,"'Missing Links' zwischen Dabie und Su-Lu, die Bedeutung der Tan-Lu Störung und ein vereinendes Modell für die Exhumierung der Ultrahochdruckkruste im Qinling-Dabie-Su-Lu Orogen","Geologie, Ingenieurgeologie, Paläontologie"
5346787,"Modifizierung von Grenzschichten in heterogenen Blends (A11)","Präparative und Physikalische Chemie von Polymeren"
5346795,"Synthese, Grenzschichtenanalytik und Schichtbildungsverhalten self-assembly-fähiger Moleküle mit haftvermittelnden Eigenschaften (B 01)","Präparative und Physikalische Chemie von Polymeren"
5346797,"Sprühstahl/Wand Interaktion bei instationärer Gasphase (B 04)","Chemische und Thermische Verfahrenstechnik"
5346819,"Erzeugung haftvermittelnder dünner Schichten auf Metalloberflächen durch spezielle physikalische und chemische Verfahren (B 7)","Präparative und Physikalische Chemie von Polymeren"
5346827,"Reaktive Schichten auf der Basis leitfähiger Polymere und deren Anwendung (C 02)","Präparative und Physikalische Chemie von Polymeren"
5346835,"Photochemisch induzierbare Strukturumwandlungen in Polyelektrolyt-Systemen mit ionisch oder kovalent gebundenen Chromophoren (C 4)","FK Physikalische und Theoretische Chemie"
5346843,"Synthese und Charakterisierung von kugelförmigen Polymerpartikeln mit aktorischen uns sensorischen Eigenschaften (C 06)","Präparative und Physikalische Chemie von Polymeren"
5346853,"Prozessanalyse für Diesel-motorische Verbrennung (C 04)","Strömungs- und Kolbenmaschinen"
5346879,"Magnetismus der Grenzflächen von Metall/Isolator-Dünnschichtstrukturen (A 1)","Experimentelle Physik der kondensierten Materie"
5346887,"Bruchmechanische Untersuchung geschichteter Piezoelektrika unter dynamischer Belastung mit Hilfe von Randelementmethoden","Mechanik"
5346923,"Strukturbildung und magnetische Eigenschaften von inhomogenen glasbildenden Systemen (A 5)","Experimentelle Physik der kondensierten Materie"
5346971,"Strukturbildung an Oberflächen bei Sputtererosion (B 02)","Experimentelle Physik der kondensierten Materie"
5346987,"Ioneninduzierte magnetische Texturierung in dünnen ferromagnetischen Filmen (B 4)","Experimentelle Physik der kondensierten Materie"
5347016,"Theorie für atomare und elektronische Struktur dünner Filme (A 1)","FK Physik der kondensierten Materie"
5347038,"Adsorption, Diffusion, Wachstum und Spinpolarisation von Mn auf Si(001) und GaAs(001) (B10)","Experimentelle Physik der kondensierten Materie"
5347104,"Minimal-invasive navigations- und roboterassistierte Revisions-Hüftendoprothetik auf der Basis multimodaler intraoperativer Geometrieerfassung","Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik"
5347138,"Robotergestützte Kraniotomie mit und ohne individuell vorbereiteter Sofortrekonstruktion","Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik"
5347218,"Strukturen von Metall/Silizium Grenzflächen und Silizidbildung (D 3)","FK Physik der kondensierten Materie"
5347278,"Machbarkeitsstudie zur Entwicklung eines navigierten, sensor-gesteuerten, kraftgeregelten (mechatronischen) selbsthaltenden Hirnspatels zur Verbesserung der derzeitigen mechanischen, starren und ungeregelten Haltesysteme","Klinische Neurowissenschaften I - Neurologie, Neurochirurgie, Neuropathologie"
5347284,"Staphylococcus aureus Infektionen des vaskulären Kompartments: Interaktion zwischen Bakterien, Thrombozyten und Endothel (A06)","Medizinische Mikrobiologie, Parasitologie, Mykologie und Hygiene, Molekulare Infektionsbiologie"
5347685,"Einfluss des neuroimmun-endokrinen Netzwerkes auf die postoperative Wiederherstellung: Implikationen aus einem neuen Outcome-Konstrukt mit Lebensqualität (A 8)","Radiologie und Nuklearmedizin"
5347797,"Navigierte dreidimensionale Überblendung von Modellen des Situs im Operationsmikroskop bei neurochirurgischen Eingriffen","Betriebs-, Kommunikations- und Informationssysteme"
5347898,"VR-gestützte Robotersteuerung für die Mikrochirurgie von medizinischen Mensch-Maschine-Schnittstellen des Kopfes","Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik"
5347988,"Robotergestützte Navigation zum Fräsen an der lateralen Schädelbasis","Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik"
5348818,"Logik-unterstützte Verzahnung von Semantik und Pragmatik: eine Untersuchung zur Semantik und Pragmatik von Fokus, Topik und Präsupposition im Dialog","Allgemeine und Angewandte Sprachwissenschaften"
5349129,"'Reset' und Konsolidierung des Glukose-Setpoints im Schlaf bei Gesunden und Diabetikern: Eine mathematische Modellbildung anhand experimenteller Daten","Klinische Neurowissenschaften II - Psychiatrie, Psychotherapie, Psychosomatik"
5349147,"Schlaf-gesteuerte Formation spezifischer Immunität","Klinische Neurowissenschaften II - Psychiatrie, Psychotherapie, Psychosomatik"
5349227,"Die Funktionen von Protease-aktivierten Rezeptoren (PAR) im Bronchialepithel bei Entzündungsprozessen in der Lunge","Biochemie"
5349580,"Ultrastrukturelle Entwicklung und genetische Regulation der Überwallung von Baumwunden","Grundlagen der Waldforschung"
5349666,"Entwicklung eines handgehaltenen Operationsroboters zur Bearbeitung von Knochen","Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik"
5349670,"Entwicklung eines handgehaltenen Operationsroboters zur Bearbeitung von Knochen","Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik"
5349895,"Thermal and compositional structure of the continental lithosphere in the Central Andes (G 1)","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5349911,"Controls on lithospheric deformation, erosion and plateau formation in the Central Andes inferred from thermomechanical modeling (G 2)","Geologie, Ingenieurgeologie, Paläontologie"
5349919,"Seismological image of lithospheric deformation in the Central Andes (G 3)","Physik des Erdkörpers"
5350029,"Dehydration and partial melting as consequeces of mass transport in the deep Andes - Constraints from petrophysics (G 5)","Physik des Erdkörpers"
5350059,"Signaltransduktionswege bei der Langzeitpotenzierung der synaptischen Übertragung im nozizeptiven System in vitro und in vivo","Anästhesiologie"
5350077,"Implizites Lernen, Komorbidität und Stressdiathese bei funktionellen Schmerzen","Anästhesiologie"
5350316,"SIV-Infektion der Mukosa: Charakterisierung der Migration von CD4+ T-Zellen und mukosale T-Zellantwort gegen attenuiertes Poliovirus (Impfvirus)","Gastroenterologie, Stoffwechsel"
5350679,"Integrated Linguistic Processing with Constraints and Preferences (MI 02)","Allgemeine und Angewandte Sprachwissenschaften"
5350703,"Agent-oriented Proof Planing (MI 04)","Künstliche Intelligenz, Bild- und Sprachverarbeitung"
5351005,"Evolution der Landpflanzen während des Jungpaläozoikums - eine komponentenspezifische Kohlenstoff-Isotopenstudie","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5351206,"Kombination von virtueller und optisch-navigierter Endoskopie in der Neurochirurgie und in der Mund-, Kiefer- und Gesichtschirurgie","Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik"
5351216,"Gentherapie der congenitalen amegakaryozytären Thrombopenie (CAMT): Paradigma für die ektope Expression von Signalmolekülen in hämatopoetischen Stamm- und Progenitorzellen","Kinder- und Jugendmedizin"
5351224,"Möglichkeiten und Grenzen der Selektion blutbildender Stammzellklone durch genetische Modifikation","Kinder- und Jugendmedizin"
5351274,"Ethische Analyse und Beurteilung der Entwicklung neuer Behandlungsmöglichkeiten - Grundlegung und curriculare Vermittlung einer begleitenden Forschungsethik","Kinder- und Jugendmedizin"
5351440,"Erzeugung funktionaler Polymerschichten mittels oberflächeninitiierter Polymerisation an strukturierten selbstorganisierten monomolekularen Schichten","Präparative und Physikalische Chemie von Polymeren"
5351683,"Erziehung und Tradition. Tradierungsprozesse in Familien","Sozialisations-, Institutions- und Professionsforschung"
5351697,"Navigation und postoperative Kontrolle von Umstellung und Frakturversorgungen","Gefäß- und Viszeralchirurgie"
5351811,"Fertigungsprozess (3)","FK Polymerforschung"
5351819,"Bauteilprüfung und Qualitätssicherung (5)","Messsysteme"
