"project_id","project_name","discipline_name"
5286230,"Forschergruppe Luftschifftechnologie","Angewandte Mechanik, Statik und Dynamik"
5288079,"Kyrill von Alexandrien, Contra Iulianum. Edition, Übersetzung, Kommentar, Konkordanz","Evangelische Theologie"
5288162,"Verteilte faseroptische Temperaturmessungen in Walzbeton-Staumauern","Geotechnik, Wasserbau"
5288834,"Paläobiologie und Evolutionsökologie von Cephalopoden","Geologie, Ingenieurgeologie, Paläontologie"
5288964,"Rechnergestützte Modellierung von Vielschichtsystemen für nanoskopische ferroelektrische Speicher","Theoretische Physik der kondensierten Materie"
5290895,"Anorganisch/organische Hybridmaterialien und Keramiken auf der Basis nicht-oxidischer Carbodiimid-Gele","Anorganische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung"
5291142,"Handlungstheorie und Handlungslogik für Gruppenagenten: Begriffe, Kalküle, Anwendungen","Theoretische Philosophie"
5291384,"Modellierung und Analyse von Erdbebenschwärmen","Physik des Erdkörpers"
5291774,"Geophysik und Geologie im südöstlichen Mittelmeer - M52/2 -","Physik, Chemie und Biologie des Meeres"
5291930,"Erfolgsabhängigkeit der zerebralen Aktivierung beim Lernen und Wiedererkennen von Wörtern bei Patienten mit Alzheimer Demenz und Kontrollprobanden","Klinische Neurowissenschaften II - Psychiatrie, Psychotherapie, Psychosomatik"
5292216,"Asymptotisch adaptive Verfahren zur Simulation von Mehrskalenproblemen der Strömungsmechanik","Strömungsmechanik"
5292230,"Asymptotisch adaptive Verfahren zur Simulation von Mehrskalenproblemen der Strömungsmechanik","Strömungsmechanik"
5292822,"Verbreitung, Physiologie und Ultrastruktur von Nitrat-akkumulierenden Schwefelbakterien","Stoffwechselphysiologie, Biochemie und Genetik der Mikroorganismen"
5292978,"DC-nahe Dynamik der neurovaskulären Kopplung beim Menschen: Nicht-invasive Analysen von Physiologie und Pathophysiologie mittels simultaner DC-Magnetoencephalographie und Nahinfrarot-Spektroskopie","Klinische Neurowissenschaften I - Neurologie, Neurochirurgie, Neuropathologie"
5293270,"Entwicklung neuer zeolithischer Redoxkatalysatoren für die selektive Reduktion von NO durch Ammoniak durch Aufklärung der Beziehungen zwischen Katalysatorstruktur und katalytischen Eigenschaften","Technische Chemie"
5293732,"Klinische Heterogenität und Familiarität von Zwangsstörungen","Klinische Neurowissenschaften II - Psychiatrie, Psychotherapie, Psychosomatik"
5293898,"Die Entwicklung der spätpleistozänen und holozänen Vegetation in der Inneren Mongolei und ihren Randgebieten als Ausdruck klimatischer und hydrologischer Einflüsse","Humangeographie"
5293986,"Herpesvirusinfektionen bei der Organtransplantation: Rolle des Cytomegalovirus bei der Pathogenese des chronischen Transplantatversagens (B 7)","Kinder- und Jugendmedizin"
5294086,"Nutzung von Platinmetallen für geochemische Rekonstruktionen von Sedimentationsvorgängen und Datierungen an ODP-Kernen unter spezieller Berücksichtigung der Kreide-Tertiär-Grenzproblematik","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5294296,"Wechselwirkungen von Stofftransport und Wachstum in Biofilmsystemen","Bioverfahrenstechnik"
5294458,"Modellierung lokaler Einflüsse am Aufstellungsort eines inertialen Rotationssensors auf die Variationen der Erdrotationsrate","Physik des Erdkörpers"
5294884,"Elektrische Leitfähigkeit des Island Plumes - Auswertung und Interpretation langperiodischer magnetotellurischer Messungen","Physik des Erdkörpers"
5294958,"Strukturelle Phasenübergänge und Formgedächtniseffekt in nanokristallinen Festkörpern","Herstellung und Eigenschaften von Funktionsmaterialien"
5295064,"Quellen und Übertragungsmechanismen des seismischen Rauschens im Frequenzbereich von 0.01 bis 10 mHz","Physik des Erdkörpers"
5296112,"Struktur- und Funktionsanalyse von DNA-Reparatur- und DNA-Replikationsproteinen mittels Photoaffinitätsmarkierung","Biochemie"
5296148,"Computergestützte Auswertungen von DSDP/ODP-Daten unter Verwendung eines relationalen Datenbanksystems: Untersuchung von Möglichkeiten und Perspektiven anhand von Fallbeispielen","Geologie, Ingenieurgeologie, Paläontologie"
5296744,"Studien zu immunologischen Auswirkungen des Hormonprecursors Dehydroepiandrosteron nach sequentiellen Schädigungsmechanismen im knock-out Mausmodell","Unfallchirurgie und Orthopädie"
5296940,"Improving lamb meat and milk production for fat-tail sheep of the Middle East through breeding","Tierzucht, Tierhaltung und Tierhygiene"
5297264,"Morphology and Rheology of Biological Complex Fluids in Confined Geometry","Biologische und Biomimetische Chemie"
5297312,"Interactions of Bio-Polymers and Lipids in Layered Structures","Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik"
5300040,"Projekt zur Analyse der Leistungsentwicklung in Mathematik (PALMA): Entwicklungsverläufe, Schülervoraussetzungen und Kontextbedingungen von Mathematikleistungen in der Sekundarstufe I","Allgemeine und fachbezogene Lehr-, Lern- und Qualifikationsforschung"
5300198,"Mobile Ad-hoc-Netzwerke (C 06)","Theoretische Informatik"
5300282,"Entscheidungsfindung unter Unsicherheit als fächerübergreifende Kompetenz: Alltagsorientierter Stochastikunterricht am Gymnasium","Allgemeine und fachbezogene Lehr-, Lern- und Qualifikationsforschung"
5300438,"MR-Bildgebung von atherosklerotischen Plaques mit einem eisenhaltigen Kontrastmittel (USPIO)","Radiologie und Nuklearmedizin"
5300896,"Systemische Veränderungen im Lipidstoffwechsel bei Schizophrenen - korrelative Zusammenhänge zerebraler und peripherer biochemischer Alterationen","Klinische Neurowissenschaften II - Psychiatrie, Psychotherapie, Psychosomatik"
5301192,"Miniaturisiertes richtungsempfindliches Homodyn-Laser-Doppler-Anemometer (LDA) mit Einsatz eines Zweiwellenlängen-Lasers","Messsysteme"
5302076,"Rolle von testikulären Mastzellen und ihrer sektorischen Produkte bei der normalen und gestörten Hodenfunktion","Anatomie"
5302580,"Molekulare Pathomechanismen bei proliferativer Vitreoretinopathie (PVR) und daraus folgende neue therapeutische Ansätze","Klinische Neurowissenschaften III - Augenheilkunde"
5302754,"Untersuchung der Anfangsstadien der Porenbildung beim Schäumen von Metallen","Thermodynamik und Kinetik von Werkstoffen"
5302800,"Datenlokale Iterationsverfahren zur effizienten Lösung partieller Differentialgleichungen","Rechnerarchitekturen und eingebettete Systeme"
5303446,"Bedeutung dynamischer Patientenaktivitäten auf die Mikrobewegung von nicht zementierten Hüftpfannen - Optimierung der Einwachsvoraussetzungen","Unfallchirurgie und Orthopädie"
5303946,"Griffiths-Singularitäten und Glasphasen in ungeordneten Quantensystemen","FK Physik der kondensierten Materie"
5304076,"Wahrnehmungs- und Deutungsmuster im europäischen Mittelalter. Ein interdisziplinäres Projekt","Mittelalterliche Geschichte"
5305463,"Entwicklung von Pulssequenzen für 23Na-NMR-Bildgebung des menschlichen Myokards","Radiologie und Nuklearmedizin"
5305514,"Diffussionstensor Magnet Resonanz Tomographie(DT-MRT) zur Beurteilung der Normalgewebsreaktion bei Bestrahlungen des Gehirns","Radiologie und Nuklearmedizin"
5305794,"Experimentelle Untersuchungen der Elektronenstruktur von quasi-eindimensionalen Übergangsmetallverbindungen","Experimentelle Physik der kondensierten Materie"
5306164,"Molekulare Studien zur normalen Struktur der subtelomerischen Region 4q35 und zur Ätiologie von 4q35-Strukturveränderungen bei Muskeldystrophien vom Typ FSHD","Klinische Neurowissenschaften I - Neurologie, Neurochirurgie, Neuropathologie"
5306776,"Tracing the Fate of Contaminants in a Model Ecosystem","Analytik, Methodenentwicklung (Chemie)"
5306816,"Synthese von nanokristallinen Zr02-Festelektrolyten und Untersuchung der Sauerstoffdiffusion mit SIMS und Ionenstrahlanalytik","Herstellung und Eigenschaften von Funktionsmaterialien"
5307274,"Validation of Stochastic Systems 2","Softwaretechnologie"
5308732,"`Bet-hedging`-Strategien bei der Diapause monogononter Rotifera bei besonderer Beachtung amiktischer Dauerei-Bildung und verlängerter Diapause","Ökologie der Tiere, Biodiversität und Ökosystemforschung"
5308860,"Biosynthese, Sortierung und Protein-Protein-Interaktionen von SNARE-Proteinen in vivo: Untersuchungen mit GFP-Fusionsproteinen in transfizierten Neuronen","Biophysik"
5310092,"Präoperative Lokalisation des motorischen Systems: Vergleich von funktioneller Magnetresonanztomographie (MRT) und Aktivierungs-Positronenmissionstomographie (PET) und Validierung durch direkte elektrische kortikale Stimulation","Radiologie und Nuklearmedizin"
5310178,"Kritisches Verhalten von Antiferromagneten an Oberflächen und Grenzflächen","Herstellung und Eigenschaften von Funktionsmaterialien"
5310362,"Genetische Prädisposition für Typ-2 Diabetes in Deutschland","Humangenetik"
5310372,"Molecular genetics of type 2 diabetes (T2DM) in Germany: Genes / Polymorphisms fDeutschlands, die zur Entwicklung des Typ-2-Diabetes beitragen","Humangenetik"
5310406,"Parametric and nonparametric linkage analysis with dense marker maps","Epidemiologie, Medizinische Biometrie, Medizinische Informatik"
5310438,"Serotonintransporter und funktionelle Aktivierung auf aversive Reize bei gesunden Kontrollpersonen und Zwangspatienten","Biologische Psychiatrie"
5310504,"Wissenschaftliche Erschließung und Auswertung des Krankenaktenbestandes der nationalsozialistischen 'Euthanasie'-Aktion T4 (Bestand R 179 im Bundesarchiv Berlin)","Wissenschaftsgeschichte"
5310674,"Alternative MOVCD-Precursoren zur Abscheidung von AlSb, GaSb und InSb","Technische Chemie"
5310728,"Central genotyping services, coordination and quality control","Humangenetik"
5310736,"Central genotyping services, coordination and quality control","Humangenetik"
5311342,"Untersuchung der anisotropen, frequenzabhängigen Impedanz, Schallgeschwindigkeit und Dämpfung von kortikalem Knochen im Frequenzbereich von 10 MHz bis 2 GHz mit Hilfe quantitativer akustischer Rastermikroskopiemethoden zur Modellierung der elastomechanisc","Unfallchirurgie und Orthopädie"
5311788,"Funktionelle Bedeutung des Retinoblastom-(Protein)-bindenden-Protein-2-Homologs-1 für das Wachstum und die Progression des malignen Melanoms der Haut","Dermatologie"
5312999,"Die Bedeutung der flüchtigen Elemente für Herkunft und Geschichte interplanetarer Staubteilchen (IDPs) sowie für frühe Metamorphoseprozesse in Meteoriten","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5313296,"Auswirkungen unterschiedlicher CVD/CVS-Prozesspfade zur Herstellung Metall-oxidischer Nanokompositpartikeln auf deren katalytische Eigenschaften","Chemische und Thermische Verfahrenstechnik"
5313518,"CVD-Prozesse mit neuartigen metallorganischen Precursoren zur Herstellung von hoch-Epsilon Gatedielektrika und metallischen Gatelektroden zukünftiger CMOS-Generation","Mechanische Verfahrenstechnik"
5313534,"CVD-Prozesse mit neuartigen metallorganischen Precursoren zur Herstellung von hoch-Epsilon Gatedielektrika und metallischen Gatelektroden zukünftiger CMOS-Generation","Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung"
5313818,"PACVD-Synthese und Charakterisierung von Si/(B)/C/N-Hartstoffschichten für tribologische Anwendungen","Chemische und Thermische Verfahrenstechnik"
5313852,"PACVD-Synthese und Charakterisierung von Si/(B)/C/N-Hartstoffschichten für tribologische Anwendungen","Chemische und Thermische Verfahrenstechnik"
5314832,"Untersuchungen zum Mechanismus und zur Regulation der Biosynthese des Hepoxilins A3 sowie über seine biologische Funktionen","Biochemie"
5314878,"Structural and functional analysis of the genome of the zebrafish Danio rerio, a model organism for biomedical research","Zellbiologie"
5315430,"Phäno- und Genotypisierung von disseminierten Tumorzellen im Knochenmark von Mamma- und Ovarialkarzinom-Patientinnen","Frauenheilkunde und Geburtshilfe"
5315430,"Phäno- und Genotypisierung von disseminierten Tumorzellen im Knochenmark von Mamma- und Ovarialkarzinom-Patientinnen","Hämatologie, Onkologie, Transfusionsmedizin"
5316236,"Zur Generalität von Handlungsrelevanzeffekten: Empirische Prüfung von Modellen des menschlichen Arbeitsgedächtnisses","Allgemeine, Biologische und Mathematische Psychologie"
5316254,"Der Einfluß von Ziel- und Handlungskontexten auf automatische Aufmerksamkeitsbindungen für valente Inhalte: Entwicklung und kritische Prüfung von Modellen der affektiven Informationsverarbeitung","Allgemeine, Biologische und Mathematische Psychologie"
5317946,"Der Deckenbau in den zentralen Nördlichen Kalkalpen (Ostalpen)","Geologie, Ingenieurgeologie, Paläontologie"
5318714,"Nonlinear Propagation of Ultrashort Pulses in Two-Dimensional Silicon Photonic Bandgap Crystals","Experimentelle Physik der kondensierten Materie"
5318798,"Hochfeldkernspintomographie als Werkzeug in der medizinischen Diagnostik und in der Hirnforschung","Radiologie und Nuklearmedizin"
5318850,"Functional investigation of the healthy and diseased brain - studies of perfusion, metabolism, and structure by magnetic resonance imaging at 3T","Radiologie und Nuklearmedizin"
5320826,"Distillability of quantum states and usefulness of non-maximal entanglement","Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen"
5323454,"Molekulare Phylogenie und Chemotaxonomie der Familie Ancistrocladaceae","Spezielle Botanik und Evolution"
5323634,"Pilotprojekt DNA-Extraktion im Rahmen der Heidelberger Langzeitstudie zu Risikofaktoren und Diagnose chronischer Erkrankungen (HeiDE)","Differentielle Psychologie, Klinische Psychologie, Medizinische Psychologie, Methoden"
5323703,"The functional role of delay activity: Dissociating working memory from reward processing","Allgemeine, Biologische und Mathematische Psychologie"
5324190,"Charakterisierung der Repolarisation im ventrikulären Myokard mit einem neuen Verfahren zur Lösung des inversen Problems der Elektrokardiologie","Biomedizinische Technik und Medizinische Physik"
5325272,"Struktur/Wirkungsbeziehungen bei der Erkennung Gram-positiver Bakterien-Zellwandbestandteile durch das Immunsystem Teilprojekt 6 A: Arbeitsgruppe 'Professor Hartung'","Pharmakologie"
5325284,"Arbeitsgruppe 'Professor Schmidt'","Biologische und Biomimetische Chemie"
5325290,"Arbeitsgruppe 'Professor Geyer'","Biologische und Biomimetische Chemie"
5326050,"Zentralprojekt","Theater- und Medienwissenschaften"
5327372,"Untersuchungen zum Stoffhaushalt zweier bewaldeter Kleineinzugsgebiete Nordsibiriens unter besonderer Berücksichtigung ihres unterschiedlichen Permafrostregimes","Bodenwissenschaften"
5328578,"Abbau bakterieller Lipopolysacharide durch Bdellovibrio im Kontext seiner mikrobiologischen und genentischen Sonderstellung","Grundlagen von Pathogenese, Diagnostik, Therapie und Klinische Tiermedizin"
5329672,"'Numerische Plasmamodellierung' (C 4)","Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen"
5330160,"Hybride Systeme mit magnetischen Nanopartikeln (B 09)","Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik"
5330687,"Multidisziplinäre Therapie bei Rückenschmerz im Alter - Zum Einfluß der Patientenedukation auf die Motivation zur aktiven Mitarbeit in der Physiotherapie","Differentielle Psychologie, Klinische Psychologie, Medizinische Psychologie, Methoden"
5330932,"Stofferwerb von autotrophen Endosymbionten und deren heterotrophen Wirten - die Modellsysteme Geosiphon/Nostoc und HydralChlorella (A 3)","FK Pflanzenwissenschaften"
5331514,"Molekulare Untersuchungen zur Kollagen-Regulation bei Patienten mit Leisten- und Narbenhernien","Kardiologie, Angiologie"
5333022,"Investigation of the past and present Martian climate, its stability, and mechanisms of changes with a modular planet simulator model","Physik des Erdkörpers"
5334284,"Orientierungsdynamik und Rheologie von Ferrofluiden aus superparamagnetischen Nanozylindern","Strömungsmechanik"
5334410,"Seasonal cycle of the exchange of H2O and CO2 between surface and atmosphere in the Martian polar regions with special considerations of surface topography","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5334734,"Magneto-dissipative Effekte in Ferrofluiden","Strömungsmechanik"
5335182,"Der Stickstoffmetabolismus bei Tee in Abhängigkeit vom Nährstoffangebot (NO3-, NH4+, K+, Mg2+, SO4hoch2-, Cl-) und dessen Bedeutung für qualitätsbestimmende Inhaltsstoffe","Pflanzenernährung"
5335524,"Ferromagnetische Elastomere und Gele","Strömungsmechanik"
5335651,"The geochemical behavior of Pb and implications for terrestrial core formation scenarios","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5336170,"Der globale Ca-Kreislauf und die Temperaturabhängigkeit des Ca-Isotopenverhältnisses in marinen Systemen","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5336228,"Nichtlineare Analyse elektrischer Potentiale und magnetischer Felder im epileptischen Gehirn (A 02)","Klinische Neurowissenschaften I - Neurologie, Neurochirurgie, Neuropathologie"
5336234,"Funktionelle Organisation von Gedächtnisprozessen im menschlichen Temporallappen (A 03)","Klinische Neurowissenschaften I - Neurologie, Neurochirurgie, Neuropathologie"
5336394,"Untersuchungen zur Konnektivität des menschlichen Hippocampus bei Temporallappen-Epilepsie (B 3)","Anatomie"
5336412,"Phasengleichgewichte, Synthesen, Kristallstrukturen und physikalische Eigenschaften der Verbindungen in den pseudobinären Systemen LnOX-SeO2 mit Ln = Ce, Sm, Dy, Yb und X = Cl, Br, I","Festkörper- und Oberflächenchemie, Materialsynthese"
5336506,"Molekulare Neuropathologie der Temporallappen-Epilepsie: Untersuchungen zur rolle metabotroper Glutamatrezeptoren (D 1)","Pathologie und Gerichtliche Medizin"
5336678,"Werkzeuge und Prozessführung bei der elektromagnetischen Blechumformung","Ur- und Umformtechnik"
5336944,"Systematics of the Amaranthaceae and evolution of pollen characters","Spezielle Botanik und Evolution"
5337304,"Sedimentary Environments and Biodiversity of Ichnofaunas at the pC/C-Boundary of the Yangtze Platform: Palaoecologic and Biostratigraphic Significance","Geologie, Ingenieurgeologie, Paläontologie"
5337354,"Ultrakurzzeitdynamik photostimulierter Reaktionen an Oberflächen: Analyse und Kontrolle (A 06)","Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen"
5337728,"PISA-Längsschnittstudie Mathematik: Entwicklungsverläufe, individuelle Voraussetzungen und Kontextbedingungen von Mathematikleistungen bei Schülern der Sekundarstufe I","Allgemeine und fachbezogene Lehr-, Lern- und Qualifikationsforschung"
5337926,"Metals in Lower Cambrian sediments of the Yangtze Platform, SE China","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5338158,"Biological, preservational and evolutionary aspects of macro- and meiofaunal biota of the Yangtze Platform at the Precambrian-Cambrian transition","Geologie, Ingenieurgeologie, Paläontologie"
5339405,"Auswertung M47/2: Geophysikalische Untersuchungen zur Rückensegmentierung am Mittelatlantischen Rücken bei 5° Süd","Physik, Chemie und Biologie des Meeres"
5339418,"The geochemical evolution of Hawaiian magmatism: ODP Leg 197 drilling of the Emperor Seamounts","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5339636,"Primärzellkultur und -analyse (Z 01)","Medizin"
5340136,"Transportproteine des Hepatozyten: Funktionelle Konsequenzen von Polymorphismen und Haplotypen in Transportergenen","Pharmakologie"
5340864,"Signaltransduktion der IL-6-Typ Zytokine in Keratinozyten und deren Konsequenz für die Expression der polyspezifischen membranständigen Transportproteine und Cytochrom P450-Enyzme","Dermatologie"
5341258,"MOBI-J-II: Formal Methods for Components and Objects","Softwaretechnologie"
5343310,"Modelle für Orientierungsgläser und strukturelle Gläser (D 1)","FK Physik der kondensierten Materie"
5343482,"Endophänotypen der Schizophrenie: Neuropsychologische, neurophysiologische und psychopathologische Normabweichungen bei Eltern schizophrener Patienten","Klinische Neurowissenschaften II - Psychiatrie, Psychotherapie, Psychosomatik"
5344494,"Wegmesstechnik (C 05)","Mikro- und Feinwerktechnik, Montage-, Füge- und Trenntechnik"
5345466,"Orale und literale Diskursfähigkeiten: Erwerbsmechanismen und Ressourcen","Einzelsprachwissenschaften"
5345523,"Präoperative hyperthermie Radiochemotherapie beim lokal fortgeschrittenen Zervixkarzinom (B 2)","Radiologie und Nuklearmedizin"
5345921,"Wellenpaketdynamik bei der Photoionisation mit kurzen intensiven Laserpulsen (C14)","Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen"
5345941,"Magnetische Nanostäbe und Rotationskinetik von Nanokugeln (A 02)","Experimentelle Physik der kondensierten Materie"
5346135,"'Corporate Governance' und Qualifikationsstrukturen im Hochschulbereich","Finanzwissenschaften"
5346442,"Hocheffektive oxidische Thermoelektrika mit niederdimensionalen Leitungsphänomenen - Präparation und anwendungsnahe Charakterisierung von Calcium- und Natriumcobaltat","Herstellung und Eigenschaften von Funktionsmaterialien"
5346631,"Optimale Dimensionierung von Parallelkinematiken für Fertigungsmaschinen","Spanende Fertigungstechnik"
5347062,"Femtosekunden-zeitaufgelöste Elektronen- und Spindynamik in dünnen Metallfilmen (B 8)","Experimentelle Physik der kondensierten Materie"
5347134,"Robotergestützte Kraniotomie mit und ohne individuell vorbereiteter Sofortrekonstruktion","Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik"
5347282,"Klinisch-psychologische Spezifität des Multiple-Chemical-Sensitivity-Syndroms (MCS)","Klinische Neurowissenschaften II - Psychiatrie, Psychotherapie, Psychosomatik"
5347451,"Molekulare Mechanismen der Oberflächenreaktion von Palladium- und Zirkonpräkursoren auf wohldefinierten Oxidsubstraten","Physikalische Chemie von Festkörpern und Oberflächen, Materialcharakterisierung"
5347695,"Saisonale Dynamik und Management von Bodenstickstoff in Reis-Weizen-Rotationssystemen Nepals","Pflanzenernährung"
5347806,"Navigierte dreidimensionale Überblendung von Modellen des Situs im Operationsmikroskop bei neurochirurgischen Eingriffen","Künstliche Intelligenz, Bild- und Sprachverarbeitung"
5347966,"The effect of biodiversity on nutrient cycling in an experimental grassland","Pflanzenökologie und Ökosystemforschung"
5347970,"Carbon storage as a function of plant biodiversity","Pflanzenökologie und Ökosystemforschung"
5348379,"3 D patterns of mass transfer and deformation resulting from oblique vonvergence along the Chilean forearc (F 1)","Physik des Erdkörpers"
5349943,"Vergleichende Untersuchungen zur mukosalen Immunpathogenese der tropischen Sprue, Cylosporiasis und Giardiasis bei Tropenrückkehrern mit chronischer Diarrhoe","Gastroenterologie, Stoffwechsel"
5350055,"Plateau formation recorded by tectonic and climatic signals in intramontane basins in NW Arbentina (G 6)","Geologie, Ingenieurgeologie, Paläontologie"
5350073,"Mechanismen der Akquisition und Extinktion von Schmerz bei chronischen Schmerzsyndromen der Skelettmuskulatur","Anästhesiologie"
5350081,"Schmerzsensibilisierung und Schmerzhemmung bei Kindern - Untersuchungen zum Zusammenhang mit frühen Schmerzerfahrungen und mit der Schmerzchronifizierung","Anästhesiologie"
5350282,"Schritthaltende markerlose Lageverfolgung und 4D Behandlungsplanung in der Strahlentherapie","Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik"
5350695,"Natural Language-based Interaction with a Mathematics Assistance System (MI 03)","Allgemeine und Angewandte Sprachwissenschaften"
5351228,"Palynologische und geochemische Indikatoren zur Paläoökologie mariner Habitate während der frühen Landpflanzen-Evolution","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5351236,"Prüfkorrelation (P 2)","FK Produktionstechnik"
5351432,"Erzeugung funktionaler Polymerschichten mittels oberflächeninitiierter Polymerisation an strukturierten selbstorganisierten monomolekularen Schichten","Präparative und Physikalische Chemie von Polymeren"
5351593,"Korrelation von in vivo interfragmentärer Bewegung und Beanspruchung mit dem klinischen Heilungsergebnis","Unfallchirurgie und Orthopädie"
5351663,"Prognose der Frakturheilung anhand knochenspezifischer Parameter unter Berücksichtigung der mechanischen Rahmenbedingungen in vivo","Gefäß- und Viszeralchirurgie"
5351705,"Erziehung und Tradition. Tradierungsprozesse in Familien","Sozialisations-, Institutions- und Professionsforschung"
5351813,"Empfängerschaltungen für die hochbitratige optoelektronische Datenübertragung","Elektronische Halbleiter, Bauelemente und Schaltungen, Integrierte Systeme"
5351888,"Schnelle Datenregeneratoren für die hochbitratige opto-elektronische Datenübertragung basierend auf Silizium-CMOS-Technologie","Elektronische Halbleiter, Bauelemente und Schaltungen, Integrierte Systeme"
5352258,"Randkonzentrierte Finite-Elemente-Methoden (A13)","Mathematik"
5352377,"Zentralprojekt: Infrastruktur der Klinischen Forschergruppe: Wissenschaftliche Betreuung der Spezialambulanzen und Aufbau einer gemeinsamen Datenbank-Ressource","Klinische Neurowissenschaften III - Augenheilkunde"
5353135,"Untersuchungen zur Entwicklung und Kompartimentierung des mukosalen Immunsystems unter Berücksichtigung der modulierenden Wirkung von Bakterien und Toxinen","Gastroenterologie, Stoffwechsel"
5353409,"Unterstützung ganzheitlicher Kommunikation im fertigungsnahen Umfeld (A 8)","FK Produktionstechnik"
5353620,"Quantentransport in lateralen Übergittern (A15)","FK Physik der kondensierten Materie"
5353718,"Prävalenz der eingeschränkten Herzfrequenzvariabilität und ihre Assoziation mit kardiovaskulären Risikoaktoren und Krankheiten in der älteren Allgemeinbevölkerung (A 6)","Epidemiologie, Medizinische Biometrie, Medizinische Informatik"
5354135,"Chemie und Biologie des E-Signals in verschiedenen Myxobakterien und seine Funktion in Lebenszyklus, Differenzierung und Sekundärmetabolismus","Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung"
5354526,"Konkurrenz inter- und unimolekularer Prozesse hochangeregter Moleküle (A 7)","Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik"
5354813,"Kompetenzen kommunizierender Agenten (D 1)","Einzelsprachwissenschaften"
5354825,"Multisensorunterstützte Montage von Aggregaten (D 4)","Rechnerarchitekturen und eingebettete Systeme"
5356132,"Charge Transfer and Transport in Organized Molecular Systems (B 6)","Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik"
5356497,"Genetische Kontrolle reproduktiver Hierarchien bei Honigbienen (Apis mellifera)","Genetik, Zell- und Entwicklungsbiologie"
5356960,"Seismische und stoffliche Erkundung von Kruste und Mantel des Vogtland/NW-Böhmen-Schwarmbebengebietes","Physik des Erdkörpers"
5357014,"Dichtereduzierte und duktilitätsgesteigerte Magnesiumwerkstoffe - Kurzbezeichnung: Dichtereduzierung (A 4)","Metallurgische und thermische Prozesse und thermomechanische Behandlung von Werkstoffen"
5357093,"Elektrophysiologische Untersuchungen und Computersimulationen der Wechselwirkungen zwischen Ionenkanälen und Transmittern (A 4)","Physiologie"
5357237,"Parallele adaptive Finite-Elemente-Algorithmen und Löser für symmetrische, positiv definierte Probleme (A 3)","Mathematik"
5358033,"Zentrale Organisation und Verwaltung (S)","Maschinenbau und Produktionstechnik"
5358087,"Kommunikatbildungsprozesse Jugendlicher zur Todesthematik und filmische Instruktionsmuster","Allgemeine und Historische Pädagogik"
5358382,"Aufbereitung medizinischer Bilddaten: Diagnoseunterstützung (Q 1)","Herz- und Thoraxchirurgie"
5358630,"Nanostrukturierung von magnetischen Schichtsystemen und ionenbestrahlten Grenzschichten (S 1)","FK Werkstofftechnik"
5358843,"Gleichgewichtszustände suturierter Korngrenzen in dynamisch rekristallisierten Kornaggregaten","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
5358933,"Genomweite Analyse von Seneszenz-regulierten Arabidopsis thaliana Membrantransportergenen mittels cGST-Microarrays","Pflanzenphysiologie"
5359264,"Vom Laborsystem zur klinisch angewandten, geregelten Neuroprothese: Sensorik, Mensch-Maschine-Schnittstelle, Anwendungsstudie (A 1)","Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik"
5360034,"SIV-assoziierte Lymphome in Rhesusaffen als Modell zum Studium der Pathogenese HIV-assoziierter Lymphome (C 1)","FK Mikrobiologie, Virologie und Immunologie"
5360112,"Detektion spezifischer genetischer Abberationen in primären Hodgkin-Reed Sternberg Zellen (P 1)","FK Medizin"
5360154,"Trainingssystem für die Kardiologie II","Betriebs-, Kommunikations- und Informationssysteme"
5360285,"Positionelle Klonierung zur genetischen Aufklärung der diabetischen Nephropathie","Nephrologie"
