"project_id","name","address"
17588024,"4D-Entwicklungsgradienten im Endosperm der Gerste: biologischer Nachweis, virtuelle Rekonstruktion und Identifizierung von Regulatorgenen","Leibniz-Institut für Pflanzengenetik und Kulturpflanzenforschung (IPK)"
17588024,"4D-Entwicklungsgradienten im Endosperm der Gerste: biologischer Nachweis, virtuelle Rekonstruktion und Identifizierung von Regulatorgenen","Fraunhofer-Institut für Biomedizinische Technik (IBMT)"
17588024,"4D-Entwicklungsgradienten im Endosperm der Gerste: biologischer Nachweis, virtuelle Rekonstruktion und Identifizierung von Regulatorgenen","Fraunhofer-Institut für Fabrikbetrieb und -automatisierung (IFF)"
17752067,"Solid-state NMR Spectroscopy on Biomolecular Complexes at Lowest Temperatures and Highest Fields","Goethe-Universität Frankfurt am Main"
17752067,"Solid-state NMR Spectroscopy on Biomolecular Complexes at Lowest Temperatures and Highest Fields","Utrecht University"
17752067,"Solid-state NMR Spectroscopy on Biomolecular Complexes at Lowest Temperatures and Highest Fields","Leibniz-Institut für Altersforschung - Fritz-Lipmann-Institut e.V."
17752067,"Solid-state NMR Spectroscopy on Biomolecular Complexes at Lowest Temperatures and Highest Fields","Technische Universität München"
17752067,"Solid-state NMR Spectroscopy on Biomolecular Complexes at Lowest Temperatures and Highest Fields","Max-Planck-Institut für biophysikalische Chemie"
17752067,"Solid-state NMR Spectroscopy on Biomolecular Complexes at Lowest Temperatures and Highest Fields","Technische Universität Dresden"
17752067,"Solid-state NMR Spectroscopy on Biomolecular Complexes at Lowest Temperatures and Highest Fields","Leibniz-Institut für Molekulare Pharmakologie (FMP)"
17812844,"Druck und Kinematik im stabilen und instabilen Patellofemoralgelenk unter muskuloskeletaler Belastung","Charité Universitätsklinikum"
17812844,"Druck und Kinematik im stabilen und instabilen Patellofemoralgelenk unter muskuloskeletaler Belastung","Charité - Universitätsmedizin Berlin"
17812991,"Mechanismen der Fettsäure-induzierten Einschränkung des mitochondrialen Energiestoffwechsels beim akuten Nierenversagen","Universitätsklinikum Essen"
17812991,"Mechanismen der Fettsäure-induzierten Einschränkung des mitochondrialen Energiestoffwechsels beim akuten Nierenversagen","University of Michigan"
17813416,"Dissolved carbon as a component of net biome productivity of major land use systems","Martin-Luther-Universität Halle-Wittenberg"
