"project_id","name","address"
268853,"GRK 6:  Räumliche Statistik","Technische Universität Bergakademie Freiberg"
268853,"GRK 6:  Räumliche Statistik","Hochschule Darmstadt"
268853,"GRK 6:  Räumliche Statistik","Technische Universität Dresden"
268865,"GRK 7:  Mathematik im Bereich ihrer Wechselwirkung mit der Physik","Ludwig-Maximilians-Universität München"
268865,"GRK 7:  Mathematik im Bereich ihrer Wechselwirkung mit der Physik","Technische Universität München"
268865,"GRK 7:  Mathematik im Bereich ihrer Wechselwirkung mit der Physik","Max-Planck-Institut für Gravitationsphysik"
268879,"GRK 8:  Quantitative Analyse und Charakterisierung pharmazeutisch und biochemisch relevanter Substanzen (Analytische Chemie)","Eberhard-Karls-Universität Tübingen"
268879,"GRK 8:  Quantitative Analyse und Charakterisierung pharmazeutisch und biochemisch relevanter Substanzen (Analytische Chemie)","Universitätsklinikum Tübingen"
268931,"GRK 12:  Migration im modernen Europa","Universität Osnabrück"
268931,"GRK 12:  Migration im modernen Europa","Westfälische Wilhelms-Universität Münster"
268931,"GRK 12:  Migration im modernen Europa","Karl-Franzens-Universität Graz"
269007,"GRK 19:  Interzelluläre Kommunikation und Signaltransduktion bei pathophysiologischen Prozessen","Universität Rostock"
269007,"GRK 19:  Interzelluläre Kommunikation und Signaltransduktion bei pathophysiologischen Prozessen","Institut für Physiologie der Universität"
269007,"GRK 19:  Interzelluläre Kommunikation und Signaltransduktion bei pathophysiologischen Prozessen","Institut für Biochemie der Medizinischen"
269007,"GRK 19:  Interzelluläre Kommunikation und Signaltransduktion bei pathophysiologischen Prozessen","Leibniz-Institut für Nutztierbiologie (FBN)"
269007,"GRK 19:  Interzelluläre Kommunikation und Signaltransduktion bei pathophysiologischen Prozessen","Eberhard-Karls-Universität Tübingen"
269007,"GRK 19:  Interzelluläre Kommunikation und Signaltransduktion bei pathophysiologischen Prozessen","Universitätsklinikum Rostock (AöR)"
269007,"GRK 19:  Interzelluläre Kommunikation und Signaltransduktion bei pathophysiologischen Prozessen","Ruprecht-Karls-Universität Heidelberg"
269105,"GRK 30:  Europäische mittelalterliche Rechtsgeschichte, neuzeitliche Rechtsgeschichte und juristische Zeitgeschichte","Goethe-Universität Frankfurt am Main"
269105,"GRK 30:  Europäische mittelalterliche Rechtsgeschichte, neuzeitliche Rechtsgeschichte und juristische Zeitgeschichte","University of Oxford"
269105,"GRK 30:  Europäische mittelalterliche Rechtsgeschichte, neuzeitliche Rechtsgeschichte und juristische Zeitgeschichte","Max-Planck-Institut für europäische Rechtsgeschichte (MPIER)"
269145,"GRK 36:  Experimentelle Methoden der Kern- und Elementarteilchenphysik","Ruprecht-Karls-Universität Heidelberg"
269145,"GRK 36:  Experimentelle Methoden der Kern- und Elementarteilchenphysik","Max-Planck-Institut für Kernphysik"
269145,"GRK 36:  Experimentelle Methoden der Kern- und Elementarteilchenphysik","Technische Universität Wien"
269145,"GRK 36:  Experimentelle Methoden der Kern- und Elementarteilchenphysik","Universität Heidelberg"
269145,"GRK 36:  Experimentelle Methoden der Kern- und Elementarteilchenphysik","Frankfurt Institute for Advanced Studies (FIAS)"
269237,"GRK 45:  Integrierte fluidische Sensor-Aktor-Systeme","Universität Rostock"
269249,"GRK 46:  Geometrie und nichtlineare Analysis","Technische Universität Berlin"
269249,"GRK 46:  Geometrie und nichtlineare Analysis","Humboldt-Universität zu Berlin"
269249,"GRK 46:  Geometrie und nichtlineare Analysis","Friedrich-Alexander-Universität Erlangen-Nürnberg"
269289,"GRK 51:  Sensorik (Sensoren und Sensorsysteme für mechanische Größen sowie Strahlung im sichtbaren und unsichtbaren Spektralgebiet, elektrochemische Sensoren)","Technische Universität Dresden"
269289,"GRK 51:  Sensorik (Sensoren und Sensorsysteme für mechanische Größen sowie Strahlung im sichtbaren und unsichtbaren Spektralgebiet, elektrochemische Sensoren)","Eberhard-Karls-Universität Tübingen"
269303,"GRK 52:  Quantenfeldtheorie: mathematische Struktur und Anwendungen in der Elementarteilchen- und Festkörperphysik","Universität Leipzig"
269303,"GRK 52:  Quantenfeldtheorie: mathematische Struktur und Anwendungen in der Elementarteilchen- und Festkörperphysik","Max-Planck-Institut für Mathematik in den Naturwissenschaften"
269347,"GRK 57:  Molekulare Physiologie: Stoff- und Energieumwandlung","Heinrich-Heine-Universität Düsseldorf"
269347,"GRK 57:  Molekulare Physiologie: Stoff- und Energieumwandlung","Forschungszentrum Jülich GmbH"
269379,"GRK 60:  Molekularbiologische Analyse pathophysiologischer Prozesse","Georg-August-Universität Göttingen"
269379,"GRK 60:  Molekularbiologische Analyse pathophysiologischer Prozesse","Ludwig-Maximilians-Universität München"
269379,"GRK 60:  Molekularbiologische Analyse pathophysiologischer Prozesse","Akademie der Wissenschaften zu Göttingen"
269443,"GRK 66:  Das neue Europa","Freie Universität Berlin"
269443,"GRK 66:  Das neue Europa","Humboldt-Universität zu Berlin"
269443,"GRK 66:  Das neue Europa","Hamburgisches Welt-Wirtschafts-Archiv (HWWA)"
269443,"GRK 66:  Das neue Europa","Hertie School of Governance GmbH"
269481,"GRK 70:  Angewandte Statistik","Technische Universität Dortmund"
269491,"GRK 71:  Hochreaktive Mehrfachbindungssysteme","Westfälische Wilhelms-Universität Münster"
269501,"GRK 72:  Identifikation von Material- und Systemeigenschaften","Universität Kassel"
269501,"GRK 72:  Identifikation von Material- und Systemeigenschaften","0 Kassel"
269589,"GRK 80:  Modellstuduien zu Struktur, Eigenschaften und Erkennung biologisch relevanter Moleküle auf atomarer Ebene","Georg-August-Universität Göttingen"
269589,"GRK 80:  Modellstuduien zu Struktur, Eigenschaften und Erkennung biologisch relevanter Moleküle auf atomarer Ebene","Freie Universität Berlin"
269589,"GRK 80:  Modellstuduien zu Struktur, Eigenschaften und Erkennung biologisch relevanter Moleküle auf atomarer Ebene","Leibniz-Institut für Molekulare Pharmakologie (FMP)"
269589,"GRK 80:  Modellstuduien zu Struktur, Eigenschaften und Erkennung biologisch relevanter Moleküle auf atomarer Ebene","Max-Delbrück-Centrum für Molekulare Medizin (MDC) Berlin-Buch"
269589,"GRK 80:  Modellstuduien zu Struktur, Eigenschaften und Erkennung biologisch relevanter Moleküle auf atomarer Ebene","Charité - Universitätsmedizin Berlin"
269589,"GRK 80:  Modellstuduien zu Struktur, Eigenschaften und Erkennung biologisch relevanter Moleküle auf atomarer Ebene","Universität Potsdam"
269589,"GRK 80:  Modellstuduien zu Struktur, Eigenschaften und Erkennung biologisch relevanter Moleküle auf atomarer Ebene","Philipps-Universität Marburg"
269673,"GRK 91:  Modellierung und numerische Beschreibung technischer Strömungen","Technische Universität Darmstadt"
269673,"GRK 91:  Modellierung und numerische Beschreibung technischer Strömungen","Technische Universität Kaiserslautern"
269673,"GRK 91:  Modellierung und numerische Beschreibung technischer Strömungen","0 Roßdorf"
269673,"GRK 91:  Modellierung und numerische Beschreibung technischer Strömungen","Eidgenössische Technische Hochschule Zürich (ETH)"
269723,"GRK 97:  Turbulenz und Verbrennung: Grundlagen zur Emissionsminderung","Rheinisch-Westfälische Technische Hochschule Aachen"
269723,"GRK 97:  Turbulenz und Verbrennung: Grundlagen zur Emissionsminderung","FEV GmbH"
269723,"GRK 97:  Turbulenz und Verbrennung: Grundlagen zur Emissionsminderung","Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR)"
269733,"GRK 98:  Funktionelle Proteindomänen","Universitätsklinikum Bonn (AöR)"
269733,"GRK 98:  Funktionelle Proteindomänen","Rheinische Friedrich-Wilhelms-Universität Bonn"
269733,"GRK 98:  Funktionelle Proteindomänen","Universität Leipzig"
269833,"GRK 109:  Parallele und Verteilte Systeme - Modellierung, Simulation und Entwurf","0 Stuttgart"
269833,"GRK 109:  Parallele und Verteilte Systeme - Modellierung, Simulation und Entwurf","Institut für Mikroelektronik Stuttgart (IMS)"
269833,"GRK 109:  Parallele und Verteilte Systeme - Modellierung, Simulation und Entwurf","Universität Stuttgart"
269833,"GRK 109:  Parallele und Verteilte Systeme - Modellierung, Simulation und Entwurf","Institut für Netzwerk und Systemtheorie"
269869,"GRK 115:  Meerestechnische Konstruktionen","Technische Universität Hamburg-Harburg"
269869,"GRK 115:  Meerestechnische Konstruktionen","CD adapco"
269889,"GRK 117:  Dynamik von Substandardvarietäten - sprachhistorisch, soziolinguistisch, kontaktlinguistisch, dialektologisch","Ruprecht-Karls-Universität Heidelberg"
269889,"GRK 117:  Dynamik von Substandardvarietäten - sprachhistorisch, soziolinguistisch, kontaktlinguistisch, dialektologisch","Universität Mannheim"
269905,"GRK 118:  Die Magellanschen Wolken und andere Zwerggalaxien","0 Bonn"
269905,"GRK 118:  Die Magellanschen Wolken und andere Zwerggalaxien","Rheinische Friedrich-Wilhelms-Universität Bonn"
269905,"GRK 118:  Die Magellanschen Wolken und andere Zwerggalaxien","Ruhr-Universität Bochum"
269905,"GRK 118:  Die Magellanschen Wolken und andere Zwerggalaxien","0 Bochum"
269933,"GRK 120:  Signalketten in lebenden Systemen","Freie Universität Berlin"
269933,"GRK 120:  Signalketten in lebenden Systemen","Ludwig-Maximilians-Universität München"
269933,"GRK 120:  Signalketten in lebenden Systemen","Humboldt-Universität zu Berlin"
269933,"GRK 120:  Signalketten in lebenden Systemen","Technische Universität Berlin"
269933,"GRK 120:  Signalketten in lebenden Systemen","Universität des Saarlandes"
269977,"GRK 124:  Parallele Rechnernetzwerke in der Produktionstechnik","Universität Paderborn"
269977,"GRK 124:  Parallele Rechnernetzwerke in der Produktionstechnik","0 Paderborn"
269977,"GRK 124:  Parallele Rechnernetzwerke in der Produktionstechnik","Gottfried Wilhelm Leibniz Universität Hannover"
269977,"GRK 124:  Parallele Rechnernetzwerke in der Produktionstechnik","Universität Bielefeld"
270059,"GRK 134:  Transport von Wirkstoffen in biologischen Systemen","Martin-Luther-Universität Halle-Wittenberg"
270059,"GRK 134:  Transport von Wirkstoffen in biologischen Systemen","Universitätsklinikum Halle (Saale)"
270059,"GRK 134:  Transport von Wirkstoffen in biologischen Systemen","Universität Hamburg"
270059,"GRK 134:  Transport von Wirkstoffen in biologischen Systemen","Institut für Angewandte Dermatopharmazie"
270081,"GRK 136:  Systemeffizienz und Systemdynamik in Entwicklungsländern","Ruhr-Universität Bochum"
270081,"GRK 136:  Systemeffizienz und Systemdynamik in Entwicklungsländern","Lehrstuhl für Wirtschaftspolitik II"
270091,"GRK 137:  Arzneimittel: Entwicklung und Analytik","Karl-Franzens-Universität Graz"
270091,"GRK 137:  Arzneimittel: Entwicklung und Analytik","Goethe-Universität Frankfurt am Main"
270091,"GRK 137:  Arzneimittel: Entwicklung und Analytik","Pharmakologisches Institut für"
270123,"GRK 140:  Strömungsinstabilitäten und Turbulenz","Georg-August-Universität Göttingen"
270123,"GRK 140:  Strömungsinstabilitäten und Turbulenz","DLR Göttingen, Institut für"
270123,"GRK 140:  Strömungsinstabilitäten und Turbulenz","Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR)"
270123,"GRK 140:  Strömungsinstabilitäten und Turbulenz","Julius-Maximilians-Universität Würzburg"
270123,"GRK 140:  Strömungsinstabilitäten und Turbulenz","Max-Planck-Institut für Sonnensystemforschung"
270123,"GRK 140:  Strömungsinstabilitäten und Turbulenz","Max-Planck-Institut für Dynamik und Selbstorganisation"
270123,"GRK 140:  Strömungsinstabilitäten und Turbulenz","Universidad Politecnica de Madrid"
270157,"GRK 144:  Geowissenschaftliche Gemeinschaftsforschung in Afrika. Geologische und geographische Entwicklungsprozesse am Kontinentalrand des südwestlichen Afrikas/Namibia","Julius-Maximilians-Universität Würzburg"
270157,"GRK 144:  Geowissenschaftliche Gemeinschaftsforschung in Afrika. Geologische und geographische Entwicklungsprozesse am Kontinentalrand des südwestlichen Afrikas/Namibia","Albert-Ludwigs-Universität Freiburg"
270157,"GRK 144:  Geowissenschaftliche Gemeinschaftsforschung in Afrika. Geologische und geographische Entwicklungsprozesse am Kontinentalrand des südwestlichen Afrikas/Namibia","Universität Passau"
270157,"GRK 144:  Geowissenschaftliche Gemeinschaftsforschung in Afrika. Geologische und geographische Entwicklungsprozesse am Kontinentalrand des südwestlichen Afrikas/Namibia","Friedrich-Alexander-Universität Erlangen-Nürnberg"
270157,"GRK 144:  Geowissenschaftliche Gemeinschaftsforschung in Afrika. Geologische und geographische Entwicklungsprozesse am Kontinentalrand des südwestlichen Afrikas/Namibia","Universität Augsburg"
270157,"GRK 144:  Geowissenschaftliche Gemeinschaftsforschung in Afrika. Geologische und geographische Entwicklungsprozesse am Kontinentalrand des südwestlichen Afrikas/Namibia","Technische Universität Bergakademie Freiberg"
270157,"GRK 144:  Geowissenschaftliche Gemeinschaftsforschung in Afrika. Geologische und geographische Entwicklungsprozesse am Kontinentalrand des südwestlichen Afrikas/Namibia","0 Ispra"
270207,"GRK 150:  Sozialgeschichte von Gruppen, Schichten, Klassen und Eliten","Universität Bielefeld"
270207,"GRK 150:  Sozialgeschichte von Gruppen, Schichten, Klassen und Eliten","Humboldt-Universität zu Berlin"
270207,"GRK 150:  Sozialgeschichte von Gruppen, Schichten, Klassen und Eliten","Georg-August-Universität Göttingen"
270207,"GRK 150:  Sozialgeschichte von Gruppen, Schichten, Klassen und Eliten","Max-Planck-Institut für Bildungsforschung (MPIB)"
270207,"GRK 150:  Sozialgeschichte von Gruppen, Schichten, Klassen und Eliten","Rheinische Friedrich-Wilhelms-Universität Bonn"
270225,"GRK 152:  Physikalische Chemie der Grenzflächen","Universität Leipzig"
270225,"GRK 152:  Physikalische Chemie der Grenzflächen","Institut für Physikalische und"
270225,"GRK 152:  Physikalische Chemie der Grenzflächen","Institut für Nichtklassische Chemie e.V. an der Universität Leipzig (INC)"
270225,"GRK 152:  Physikalische Chemie der Grenzflächen","Eberhard-Karls-Universität Tübingen"
270251,"GRK 155:  Struktur-Eigenschafts-Beziehungen bei Heterocyclen","Technische Universität Dresden"
270327,"GRK 164:  Entwurf analoger und gemischt analog-digitaler Strukturen am Beispiel neuronaler Netze","Technische Universität Ilmenau"
270351,"GRK 166:  Synthese und Reaktionsverhalten von Organometallverbindungen und Metallkomplexen","Martin-Luther-Universität Halle-Wittenberg"
270463,"GRK 179:  Die Renaissance in Italien und ihre europäische Rezeption: Kunst - Geschichte - Literatur","Charité - Universitätsmedizin Berlin"
270463,"GRK 179:  Die Renaissance in Italien und ihre europäische Rezeption: Kunst - Geschichte - Literatur","Eidgenössische Technische Hochschule Zürich"
270463,"GRK 179:  Die Renaissance in Italien und ihre europäische Rezeption: Kunst - Geschichte - Literatur","Rheinische Friedrich-Wilhelms-Universität Bonn"
270463,"GRK 179:  Die Renaissance in Italien und ihre europäische Rezeption: Kunst - Geschichte - Literatur","Universität Zürich"
270463,"GRK 179:  Die Renaissance in Italien und ihre europäische Rezeption: Kunst - Geschichte - Literatur","Verband deutscher Kunsthistoriker e.V."
270463,"GRK 179:  Die Renaissance in Italien und ihre europäische Rezeption: Kunst - Geschichte - Literatur","Universität Basel"
270491,"GRK 181:  Regulation des Zellwachstums","Julius-Maximilians-Universität Würzburg"
270491,"GRK 181:  Regulation des Zellwachstums","Universitätsklinikum Würzburg"
270491,"GRK 181:  Regulation des Zellwachstums","Universität Ulm"
270491,"GRK 181:  Regulation des Zellwachstums","Max-Planck-Institut für Herz- und Lungenforschung"
270515,"GRK 184:  Menschliche und maschinelle Intelligenz","Albert-Ludwigs-Universität Freiburg"
270515,"GRK 184:  Menschliche und maschinelle Intelligenz","Eidgenössische Technische Hochschule Zürich"
270515,"GRK 184:  Menschliche und maschinelle Intelligenz","Pädagogische Hochschule Freiburg"
270515,"GRK 184:  Menschliche und maschinelle Intelligenz","Friedrich-Schiller-Universität Jena"
270535,"GRK 186:  Hochtemperatur-Plasmaphysik","Forschungszentrum Jülich GmbH"
270535,"GRK 186:  Hochtemperatur-Plasmaphysik","Heinrich-Heine-Universität Düsseldorf"
270535,"GRK 186:  Hochtemperatur-Plasmaphysik","Universität Duisburg-Essen"
270535,"GRK 186:  Hochtemperatur-Plasmaphysik","Ruhr-Universität Bochum"
270535,"GRK 186:  Hochtemperatur-Plasmaphysik","Bergische Universität Wuppertal"
270585,"GRK 191:  Werkzeuge zum effektiven Einsatz paralleler und verteilter Rechnersysteme","Technische Universität Dresden"
270585,"GRK 191:  Werkzeuge zum effektiven Einsatz paralleler und verteilter Rechnersysteme","Ludwig-Maximilians-Universität München"
270585,"GRK 191:  Werkzeuge zum effektiven Einsatz paralleler und verteilter Rechnersysteme","Friedrich-Alexander-Universität Erlangen-Nürnberg"
270597,"GRK 192:  Scientific Computing","Rheinisches Institut für Umweltforschung (RIU)"
270597,"GRK 192:  Scientific Computing","Universität zu Köln"
270597,"GRK 192:  Scientific Computing","Fraunhofer-Institut für Algorithmen und Wissenschaftliches Rechnen (SCAI)"
270625,"GRK 194:  Molekulare und zelluläre Mechanismen der Pathogenese","Johannes Gutenberg-Universität Mainz"
270625,"GRK 194:  Molekulare und zelluläre Mechanismen der Pathogenese","Universitätsklinikum Hamburg-Eppendorf"
270625,"GRK 194:  Molekulare und zelluläre Mechanismen der Pathogenese","Martin-Luther-Universität Halle-Wittenberg"
270625,"GRK 194:  Molekulare und zelluläre Mechanismen der Pathogenese","Universitätsklinikum Freiburg"
270625,"GRK 194:  Molekulare und zelluläre Mechanismen der Pathogenese","Universität Leipzig"
270625,"GRK 194:  Molekulare und zelluläre Mechanismen der Pathogenese","Charité Universitätsklinikum"
270625,"GRK 194:  Molekulare und zelluläre Mechanismen der Pathogenese","Christian-Albrechts-Universität zu Kiel"
270649,"GRK 197:  Religion und Normativität","Hochschule für Jüdische Studien Heidelberg"
270649,"GRK 197:  Religion und Normativität","Universitätsklinikum Erlangen AöR"
270649,"GRK 197:  Religion und Normativität","Interdisziplinäres Forschungszentrum"
270649,"GRK 197:  Religion und Normativität","Scuola Normale Superiore di Pisa"
270649,"GRK 197:  Religion und Normativität","Ruprecht-Karls-Universität Heidelberg"
270677,"GRK 200:  Grundlagen des Arthropodenverhaltens: Genetik, Neurobiologie, Ökologie","Arizona State University"
270677,"GRK 200:  Grundlagen des Arthropodenverhaltens: Genetik, Neurobiologie, Ökologie","Julius-Maximilians-Universität Würzburg"
270691,"GRK 201:  Optoelektronik mesoskopischer Halbleiter","Philipps-Universität Marburg"
270739,"GRK 206:  Kontinuumsmechanik inelastischer Festkörper","Technische Universität Dresden"
270739,"GRK 206:  Kontinuumsmechanik inelastischer Festkörper","Struktur- und Werkstoffmechanikforschung Dresden GmbH"
270739,"GRK 206:  Kontinuumsmechanik inelastischer Festkörper","Technische Universität Chemnitz"
270755,"GRK 207:  Systeme mit ungepaarten Elektronen in Chemie und Biologie","Heinrich-Heine-Universität Düsseldorf"
270755,"GRK 207:  Systeme mit ungepaarten Elektronen in Chemie und Biologie","Albert-Ludwigs-Universität Freiburg"
270755,"GRK 207:  Systeme mit ungepaarten Elektronen in Chemie und Biologie","Technische Universität Darmstadt"
270807,"GRK 212:  Strukturelle und funktionelle Charakterisierung von pro- und eukaryotischen Genen","0 Greifswald"
270807,"GRK 212:  Strukturelle und funktionelle Charakterisierung von pro- und eukaryotischen Genen","Universitätsmedizin Greifswald"
270807,"GRK 212:  Strukturelle und funktionelle Charakterisierung von pro- und eukaryotischen Genen","Universitätsklinikum Hamburg-Eppendorf"
270807,"GRK 212:  Strukturelle und funktionelle Charakterisierung von pro- und eukaryotischen Genen","Universität Greifswald"
270807,"GRK 212:  Strukturelle und funktionelle Charakterisierung von pro- und eukaryotischen Genen","Ernst-Moritz-Arndt-Universität Greifswald"
270829,"GRK 214:  Tumordiagnostik und -therapie unter Einsatz dreidimensionaler radiologischer und lasermedizinischer Verfahren","Deutsches Krebsforschungszentrum (DKFZ)"
270829,"GRK 214:  Tumordiagnostik und -therapie unter Einsatz dreidimensionaler radiologischer und lasermedizinischer Verfahren","Institut für Molekulare Biologie gGmbH"
270829,"GRK 214:  Tumordiagnostik und -therapie unter Einsatz dreidimensionaler radiologischer und lasermedizinischer Verfahren","Ruprecht-Karls-Universität Heidelberg"
270829,"GRK 214:  Tumordiagnostik und -therapie unter Einsatz dreidimensionaler radiologischer und lasermedizinischer Verfahren","Universitätsklinikum Heidelberg"
270849,"GRK 216:  Physikalische Systeme mit vielen Freiheitsgraden","Ruprecht-Karls-Universität Heidelberg"
270849,"GRK 216:  Physikalische Systeme mit vielen Freiheitsgraden","Max-Planck-Institut für Kernphysik"
270869,"GRK 218:  Genese, Strukturen und Folgen von Wissenschaft und Technik","Universität Bielefeld"
270869,"GRK 218:  Genese, Strukturen und Folgen von Wissenschaft und Technik","Technische Universität Dortmund"
270869,"GRK 218:  Genese, Strukturen und Folgen von Wissenschaft und Technik","Georg-August-Universität Göttingen"
270981,"GRK 229:  Klinische Emotionsforschung","Ruprecht-Karls-Universität Heidelberg"
270981,"GRK 229:  Klinische Emotionsforschung","Universitätsklinikum Heidelberg"
270981,"GRK 229:  Klinische Emotionsforschung","Universitätsklinikum des Saarlandes"
270981,"GRK 229:  Klinische Emotionsforschung","Universität des Saarlandes"
270995,"GRK 230:  Molekulare Zellbiologie","Ruprecht-Karls-Universität Heidelberg"
270995,"GRK 230:  Molekulare Zellbiologie","Georg-August-Universität Göttingen"
270995,"GRK 230:  Molekulare Zellbiologie","Max-Planck-Institut für biophysikalische Chemie"
270995,"GRK 230:  Molekulare Zellbiologie","McGill University"
270995,"GRK 230:  Molekulare Zellbiologie","Eberhard-Karls-Universität Tübingen"
271009,"GRK 231:  Strukturbildungsprozesse","Universität Bielefeld"
271009,"GRK 231:  Strukturbildungsprozesse","Chinese Academy of Sciences"
271009,"GRK 231:  Strukturbildungsprozesse","79112 Freiburg"
271021,"GRK 232:  Neue Hochleistungswerkstoffe für effiziente Energienutzung","Universität des Saarlandes"
271021,"GRK 232:  Neue Hochleistungswerkstoffe für effiziente Energienutzung","Fraunhofer-Institut für Zerstörungsfreie Prüfverfahren (IZFP)"
271031,"GRK 233:  Textkritik als Grundlage und Methode historischer Wissenschaften","Ludwig-Maximilians-Universität München"
271031,"GRK 233:  Textkritik als Grundlage und Methode historischer Wissenschaften","Katholische Universität Eichstätt-Ingolstadt"
271043,"GRK 234:  Membranproteine: Signalerkennung, Signaltransfer und Stofftransport","Westfälische Wilhelms-Universität Münster"
271043,"GRK 234:  Membranproteine: Signalerkennung, Signaltransfer und Stofftransport","Friedrichring 8"
271043,"GRK 234:  Membranproteine: Signalerkennung, Signaltransfer und Stofftransport","Rheinische Friedrich-Wilhelms-Universität Bonn"
271043,"GRK 234:  Membranproteine: Signalerkennung, Signaltransfer und Stofftransport","Leibniz-Institut für Arterioskleroseforschung an der Universität Münster"
271043,"GRK 234:  Membranproteine: Signalerkennung, Signaltransfer und Stofftransport","Universitätsklinikum Münster"
271055,"GRK 235:  Physik nanostrukturierter Festkörper","Jacobs University Bremen gGmbH"
271055,"GRK 235:  Physik nanostrukturierter Festkörper","Universität Regensburg"
271055,"GRK 235:  Physik nanostrukturierter Festkörper","Universität Hamburg"
271055,"GRK 235:  Physik nanostrukturierter Festkörper","Institut für Angewandte Physik und"
271055,"GRK 235:  Physik nanostrukturierter Festkörper","Yale University"
271069,"GRK 236:  Modellierung und modellbasierte Entwicklung komplexer technischer Systeme","Technische Universität Dortmund"
271069,"GRK 236:  Modellierung und modellbasierte Entwicklung komplexer technischer Systeme","Universität Duisburg-Essen"
271081,"GRK 237:  Der Kommentar in Antike und Mittelalter","Ruhr-Universität Bochum"
271081,"GRK 237:  Der Kommentar in Antike und Mittelalter","Otto-Friedrich-Universität Bamberg"
271081,"GRK 237:  Der Kommentar in Antike und Mittelalter","Georg-August-Universität Göttingen"
271081,"GRK 237:  Der Kommentar in Antike und Mittelalter","Rheinische Friedrich-Wilhelms-Universität Bonn"
271081,"GRK 237:  Der Kommentar in Antike und Mittelalter","Goethe-Universität Frankfurt am Main"
271095,"GRK 238:  Schadensmechanismen im Nervensystem: Einsatz von bildgebenden Verfahren","HELIOS Klinikum Bad Saarow"
271095,"GRK 238:  Schadensmechanismen im Nervensystem: Einsatz von bildgebenden Verfahren","Leibniz-Institut für Molekulare Pharmakologie (FMP)"
271095,"GRK 238:  Schadensmechanismen im Nervensystem: Einsatz von bildgebenden Verfahren","Max-Delbrück-Centrum für Molekulare Medizin (MDC) Berlin-Buch"
271095,"GRK 238:  Schadensmechanismen im Nervensystem: Einsatz von bildgebenden Verfahren","Charité - Universitätsmedizin Berlin"
271095,"GRK 238:  Schadensmechanismen im Nervensystem: Einsatz von bildgebenden Verfahren","Johann Wolfgang Goethe-Universität Frankfurt am Main"
271095,"GRK 238:  Schadensmechanismen im Nervensystem: Einsatz von bildgebenden Verfahren","Max-Planck-Institut für Kognitions- und Neurowissenschaften"
271095,"GRK 238:  Schadensmechanismen im Nervensystem: Einsatz von bildgebenden Verfahren","Johannes Gutenberg-Universität Mainz"
271095,"GRK 238:  Schadensmechanismen im Nervensystem: Einsatz von bildgebenden Verfahren","Technische Universität Dresden"
271095,"GRK 238:  Schadensmechanismen im Nervensystem: Einsatz von bildgebenden Verfahren","University of Wisconsin-Madison"
271111,"GRK 239:  Methoden und Geräte in der Teilchenphysik und deren Anwendungen","0 Siegen"
271111,"GRK 239:  Methoden und Geräte in der Teilchenphysik und deren Anwendungen","Universität Siegen"
271111,"GRK 239:  Methoden und Geräte in der Teilchenphysik und deren Anwendungen","Humboldt-Universität zu Berlin"
271123,"GRK 240:  Vernetzte Entwicklung umweltgerechter Produkte und Prozesse","Leibniz Universität Hannover"
271123,"GRK 240:  Vernetzte Entwicklung umweltgerechter Produkte und Prozesse","Gottfried Wilhelm Leibniz Universität Hannover"
271123,"GRK 240:  Vernetzte Entwicklung umweltgerechter Produkte und Prozesse","Institut für integrierte Produktion Hannover gemeinnützige Gesellschaft mbH"
271123,"GRK 240:  Vernetzte Entwicklung umweltgerechter Produkte und Prozesse","Laser Zentrum Hannover e.V."
271123,"GRK 240:  Vernetzte Entwicklung umweltgerechter Produkte und Prozesse","Institut für Schienenfahrzeuge und"
271141,"GRK 242:  Molekulare Genetik der Entwicklung","Georg-August-Universität Göttingen"
271141,"GRK 242:  Molekulare Genetik der Entwicklung","Max-Planck-Institut für biophysikalische Chemie"
271141,"GRK 242:  Molekulare Genetik der Entwicklung","Universitätsklinikum Freiburg"
271141,"GRK 242:  Molekulare Genetik der Entwicklung","Universität Ulm"
271141,"GRK 242:  Molekulare Genetik der Entwicklung","Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V. (MPG)"
271141,"GRK 242:  Molekulare Genetik der Entwicklung","Martin-Luther-Universität Halle-Wittenberg"
271141,"GRK 242:  Molekulare Genetik der Entwicklung","Julius-Maximilians-Universität Würzburg"
271151,"GRK 243:  Nichtlineare Differentialgleichungen: Modellierung, Theorie, Numerik, Visualisierung","Albert-Ludwigs-Universität Freiburg"
271151,"GRK 243:  Nichtlineare Differentialgleichungen: Modellierung, Theorie, Numerik, Visualisierung","Kiepenheuer-Institut für Sonnenphysik (KIS)"
271163,"GRK 244:  Dreidimensionale Bildanalyse und -synthese","Friedrich-Alexander-Universität Erlangen-Nürnberg"
271163,"GRK 244:  Dreidimensionale Bildanalyse und -synthese","International Neuroscience Institute (INI)"
271163,"GRK 244:  Dreidimensionale Bildanalyse und -synthese","Fraunhofer-Institut für Integrierte Schaltungen (IIS)"
271163,"GRK 244:  Dreidimensionale Bildanalyse und -synthese","Universität Erlangen-Nürnberg"
271177,"GRK 245:  Repräsentation - Rhetorik - Wissen II: Evidenz und Performanz, Inszenierung und Macht","Europa-Universität Viadrina Frankfurt (Oder)"
271177,"GRK 245:  Repräsentation - Rhetorik - Wissen II: Evidenz und Performanz, Inszenierung und Macht","Goethe-Universität Frankfurt am Main"
