"project_id","year"
5084102,1998
5084150,1997
5084238,1998
5084242,1986
5084244,1997
5084263,1997
5084308,1997
5084340,1998
5084378,1998
5084442,1997
5084449,1997
5084455,1998
5084472,1998
5084480,1997
5084486,1997
5084498,1998
5084504,1998
5084522,1998
5084534,1998
5084540,1998
5084546,1998
5084552,1998
5084558,1998
5297242,2000
5351220,2001
5084588,1998
5084640,1997
5084718,1996
5084738,1998
5084808,1997
5084835,1997
5084842,1998
5351222,1986
5351224,2001
5351226,1986
5084921,1997
5084942,1997
5084954,1998
5084989,1997
5085014,1998
5093124,1998
5085026,1998
5085034,1991
5085106,1998
5085120,1998
5085160,1998
5085194,1997
5085236,1989
5085270,1997
5095572,1997
5356076,1995
5085282,1997
5085334,1998
5085342,1998
5085368,1997
5085392,1998
5085404,1998
5085420,1998
5085426,1998
5085444,1998
5356084,1995
5085474,1997
5085478,1983
5085480,1998
5085486,1998
5085492,1998
5085498,1998
5085554,1998
5085610,1993
5085630,1997
5086460,1997
5085644,1997
5085650,1997
5085656,1997
5085686,1998
5085700,1997
5085736,1998
5085858,1997
5085896,1992
5085902,1998
5096822,1998
5085904,1992
5085952,1999
5085984,1997
5086008,1998
5086042,1997
5086054,1997
5148714,1999
5086062,1997
5086168,1998
5086208,1998
5086222,1993
5086242,1998
5098050,1998
5086260,1998
5086302,1998
5086386,1998
5086410,1997
5086422,1998
5086428,1997
5089798,1998
5086466,1998
5086496,1997
5086502,1998
5086594,1995
5086652,1998
5086772,1998
5086792,1997
5086807,1997
5089804,1998
5089816,1998
5089828,1998
5089840,1998
5089870,1998
5089874,1998
5356088,1995
5086832,1998
5086936,1998
5086942,1998
5086994,1997
5087078,1997
5087090,1997
5087096,1998
5087114,1997
5087142,1998
5089900,1998
5356180,1996
5356317,1994
5087184,1997
5087234,1998
5087290,1997
5087416,1998
5087442,1998
5087486,1997
5087504,1998
5087530,1997
5087572,1997
5087580,1997
5087620,1998
5087641,1997
5087684,1997
5098382,1998
5087708,1998
5087738,1997
5087796,1998
5087834,1998
5088000,1997
5357874,1994
5088130,1998
5088148,1998
5088166,1998
5088198,1998
5088350,1997
5088368,1998
5088392,1998
5088398,1997
5219622,1999
5088404,1997
5088440,1998
5088494,1998
5088518,1998
5088524,1998
5088596,1987
5118432,1998
5360832,1996
5088666,1997
5088726,1998
5088802,1997
5088876,1997
5088894,1998
5088920,1998
5089112,1998
5089148,1998
5089160,1998
5089172,1998
5089178,1998
5089278,1998
5089290,1998
5089322,1998
5089328,1997
5089352,1998
5089360,2001
5089366,1998
5089372,1998
5089396,2001
5089410,1998
5089422,1998
5089440,1998
5089444,1998
5089480,1999
5089498,1998
5089504,1998
5089516,1998
5089528,1998
5089540,1998
5089558,1984
5089566,1998
5089590,1998
5090214,1997
5090226,1997
5089638,1997
5089662,1998
5089668,1998
5089672,1993
5089674,1998
5089686,1993
5089690,1998
5089716,1998
5089734,1998
5089744,1998
5089750,1998
5089784,1998
5090232,1997
5090253,1998
5089906,1998
5089930,1998
5089994,1998
5090000,1998
5090018,1998
5090046,1998
5090058,1998
5090122,1997
5090178,1998
5090190,1999
5090202,1998
5361752,2001
5090266,1997
5090282,1986
5090288,1987
5090290,1998
5090292,1986
5090302,1998
5090304,1993
5090308,1998
5090313,1998
5090318,1998
5090324,1998
5090384,1998
5090472,1997
5090494,1998
5090514,1998
5090538,1998
5090562,1998
5090622,1998
5090740,1991
5090784,1997
5090796,1997
5090800,1985
5357877,1994
5361754,1997
5090802,1998
5090816,1998
5090926,1997
5090974,1998
5091158,1998
5091183,1998
5119410,1998
5091226,1998
5091232,1997
5091278,1992
5091302,1998
5091308,2000
5091320,1998
5091340,1997
5091986,1997
5362660,2002
5091346,1998
5091360,1998
5091394,1998
5091450,1997
5091466,1997
5091496,1997
5091546,1998
5091566,1998
5091578,1993
5091650,1999
5091993,1998
5196260,1996
5091662,1998
5091705,1997
5091768,1998
5091805,1998
5091928,1998
5091964,1998
5092288,1998
5092300,1998
5362947,2002
5092002,1998
5092080,1998
5092086,1998
5092092,1998
5092098,1998
5092136,1998
5092148,1998
5092194,1998
5092262,1998
5092282,2001
5092338,1998
5092346,1999
5092352,1997
5092432,1989
5092438,1997
5092466,1998
5092548,1996
5092566,1985
5092570,1998
5092582,1998
5092596,1988
5092612,1998
5092652,1997
5152442,1994
5092712,1998
5092762,1998
5092773,1998
5092786,1999
5092816,1998
5092820,1990
5092826,1991
5092848,1998
5092880,2000
5358743,2002
5362951,2002
5092940,1997
5092976,1997
5093040,1998
5093052,1998
5093084,1997
5093090,1998
5093096,1998
5357882,1994
5357885,1994
5358745,1997
5093140,2001
5093288,1998
5093318,1998
5093336,1998
5093340,1994
5131214,1998
5093356,1997
5093362,1997
5093368,1998
5093374,1997
5093395,1998
5357921,1994
5357923,2002
5093438,1998
5093462,1998
5093466,1998
5093472,1998
5093512,1998
5093538,1984
5093578,1999
5093604,1997
5093616,1998
5093642,1998
5093648,1998
5093652,1993
5358454,1996
5358749,1997
5093672,1998
5093678,1998
5093682,1998
5093742,1998
5093760,1998
5093790,1998
5093798,1994
5093926,1998
5093932,1998
5093938,1998
5093944,1998
5093948,1998
5093954,1998
5093960,1998
5093990,1997
5098388,1998
5094022,1998
5094064,1998
5094070,1998
5094100,1998
5094126,1998
5094132,1997
5094138,1997
5094248,1998
5094254,1998
5094266,1998
5094272,1998
5094278,1998
5094284,1998
5094290,1998
5094302,1998
5094334,1998
5094346,1998
5094364,1998
5094408,1998
5094447,1998
5094520,1998
5094526,1998
5094538,1997
5094544,1998
5094610,1998
5094634,1998
5094684,1997
5094698,1998
5094734,1998
5094778,1985
5098654,1989
5094804,1993
5094812,1998
5094818,1998
5094824,1998
5094830,1998
5094836,1998
5094842,1998
5094848,1998
5094854,1998
5094859,1998
5094865,1998
5094872,1998
5094884,1998
5094888,1998
5094894,1998
5094906,1998
5094912,1998
5094926,1998
5094966,1993
5095046,1998
5095052,1998
5358458,1996
5359150,1997
5360836,1996
5095092,1998
5095098,1997
5095122,1997
5095148,1993
5095200,1998
5095242,1998
5095342,1999
5095372,1998
5196266,1999
5095388,1998
5095432,1998
5095439,1998
5095446,1998
5095484,1998
5095508,1998
5095550,1998
5095556,1998
5095562,1998
5359196,1996
5095606,1998
5095612,1998
5095628,1984
5095632,1998
5095644,1998
5095646,1988
5095664,1991
5095672,1993
5095704,1998
5096970,1998
5097012,1998
5095812,1998
5095818,1998
5095838,1991
5095872,1998
5095878,1998
5095938,1998
5218358,2000
5095944,1998
5096034,1998
5096040,1998
5096066,1997
5096103,1998
5096168,1999
5096186,1998
5218362,1999
5360852,1996
5360856,1996
5361903,1997
5361907,1997
5096192,1998
5096204,1998
5096222,1998
5096234,1998
5096254,1998
5097030,1998
5360892,1996
5360894,1996
5096268,1998
5096292,1998
5096298,1998
5096333,1998
5097562,1998
5096410,1998
5096416,1998
5096434,1998
5096464,1998
5096488,1997
5096522,1998
5096566,1998
5096572,1997
5362065,1997
5096578,1998
5096586,1998
5096612,1998
5096618,1998
5096648,1997
5096654,1998
5096800,1998
5361961,1997
5096824,1993
5096848,1998
5096866,1998
5096874,1997
5096938,1998
5096944,1997
5096950,1998
5097052,1998
5097072,1997
5097158,1998
5097194,1998
5097246,1998
5097264,1998
5097282,1998
5097336,1998
5097364,1998
5097388,1998
5097490,1998
5097546,1996
5362101,1998
5377032,2002
5097599,1998
5097626,1998
5097668,1999
5097700,1997
5097725,1998
5097752,1998
5172426,1999
5097840,1998
5097872,1998
5097878,1999
5097886,1998
5097926,1998
5097938,1998
5362201,1997
5097952,1998
5097974,1998
5097992,1998
5098000,1998
5098008,1998
5098044,1998
5148720,1999
5098086,1998
5098106,2001
5098111,1998
5098160,1998
5098174,1984
5098180,1985
5098220,1997
5098228,1998
5098234,1998
5098254,1998
5098332,1998
5148726,1999
5362237,1997
5098432,1998
5098438,1998
5098456,1998
5098483,1999
5098490,1998
5098518,1998
5098542,1998
5099016,1997
5098572,1998
5098580,1999
5098602,1998
5098608,1998
5098614,1998
5099028,1998
5362288,1997
5362292,1997
5098662,1998
5098682,1998
5098694,1998
5098756,1998
5098790,1998
5098804,1998
5098828,1997
5099478,1998
5099532,1998
5148732,1999
5098844,1998
5098850,1998
5098892,1998
5098904,1998
5098942,1998
5098954,1998
5098998,1998
5099004,1998
5131248,1998
5148746,1999
5099034,1998
5099041,1998
5099080,1998
5099128,1999
5099138,1999
5099164,1998
5148752,1999
5099197,1997
5099240,1998
5099248,1998
5099254,1998
5099292,1998
5099340,1998
5099350,1988
5099356,1989
5099364,1997
5099442,1998
5099546,1998
5099594,1998
5099614,1997
5099634,1998
5099652,1998
5099694,1998
5099709,1998
5099714,1990
5099728,1999
5102448,1998
5099746,1998
5099764,1998
5099770,2000
5099856,1998
5099862,1998
5099870,1998
5100530,1998
5099926,1998
5100058,1998
5100086,1998
5100162,1998
5100186,1998
5100194,1998
5100224,1998
5100279,1999
5148758,1999
5100298,1998
5100364,1998
5100398,1998
5100434,1998
5100476,1998
5100482,1998
5103168,1998
5100544,1998
5100572,1998
5100714,1998
5100726,1998
5100738,1998
5100752,1998
5120176,1998
5100812,1998
5100854,1998
5100874,1998
5100880,1998
5100886,1998
5100892,1998
5100916,1998
5100972,1998
5121184,1998
5121196,1998
5121202,1998
5101000,1998
5101012,1998
5101030,1998
5101084,1998
5101126,1998
5101180,1998
5101186,1998
5101194,1998
5101244,1998
5121650,1998
5121656,1998
5101256,1998
5101261,1998
5101290,1997
5101330,1998
5101336,1998
5101342,1998
5101352,1998
5101358,1998
5101364,2001
5101427,1998
5101452,1998
5101466,1999
5101481,1998
5101502,1998
5101526,1998
5121668,1998
5121674,1998
5121692,1998
5121698,1998
5101532,1998
5101544,1998
5101570,1998
5101586,1998
5101609,1998
5101724,1998
5101730,1998
5101736,1998
5101828,1998
5101834,1998
5101850,1998
5101858,1998
5102038,1998
5102044,1999
5101932,1998
5101950,1998
5101976,1998
5101984,1993
5102032,1998
5102412,1998
5102418,1998
5102422,1998
5354478,2001
5102050,1998
5102080,1997
5102086,1998
5102128,1998
5102152,1998
5102164,1998
5354480,1995
5354482,2001
5354486,1992
5354490,1992
5102204,1998
5102211,1998
5102236,1998
5102254,1998
5102260,1998
5102273,1998
5102338,1998
5102386,1998
5102394,1998
5102406,1998
5102454,1998
5102472,1998
5102550,1998
5102622,1998
5102722,1998
5115336,1998
5102780,1998
5102838,1998
5102844,1998
5102858,1998
5102864,1998
5102870,1998
5102876,1998
5102882,1998
5102888,1998
5102894,1998
5102906,1998
5102918,1998
5102932,1998
5102944,2000
5103694,1998
5103700,1998
5102956,1998
5102962,1998
5102980,1998
5103018,1984
5103038,1998
5103056,1998
5103110,1998
5103184,1998
5103192,1991
5103208,1998
5103212,1992
5103220,1998
5103224,1993
5103240,1998
5103490,1998
5103604,1998
5103648,1998
5226576,1999
5103740,1998
5103752,1998
5103758,1998
5103764,1998
5103770,1998
5103776,1998
5103784,1998
5103790,1998
5103796,1998
5103802,1998
5103808,1998
5103814,1998
5103842,1998
5103847,1998
5103852,1998
5103871,1998
5103878,1998
5103896,1998
5103948,1998
5104034,1998
5104040,1998
5104046,1998
5104054,1998
5104090,1998
5115530,1998
5104125,1997
5104146,1998
5104158,1998
5104182,1998
5104188,1998
5104200,1998
5104224,1998
5104274,1998
5104298,1998
5104748,1998
5354492,2002
5354494,1992
5104440,1998
5104452,1998
5104531,1998
5104614,1998
5104722,1998
5104726,2000
5354496,2002
5354498,1995
5104842,1998
5104872,1998
5104880,1998
5104900,1998
5104938,1998
5104944,1998
5115544,1998
5354502,1992
5354504,2002
5104956,1998
5104962,1998
5104968,1998
5105027,1998
5105046,1998
5105058,1998
5105076,1998
5105094,1998
5354506,1993
5105106,1998
5105120,1998
5105128,1993
5105156,1998
5105170,1998
5105180,1998
5105188,1998
5105202,1988
5105748,1998
5105216,1998
5105218,1990
5105222,1998
5105234,1998
5105256,1997
5105274,1998
5106164,1998
5105286,1998
5105342,1998
5105350,2001
5105362,1998
5105392,1998
5105492,1998
5105524,1998
5106412,1998
5105536,1998
5105584,1998
5105596,1998
5105612,1998
5105698,1998
5105712,1998
5105790,1998
5105798,1998
5105804,1998
5105872,1998
5105902,1998
5105922,1998
5274986,2000
5105946,1998
5105970,1998
5105976,1998
5106024,1997
5106030,1998
5106036,1998
5107030,1998
5106072,1998
5106079,1998
5106086,1998
5106098,1998
5106122,1998
5106170,1998
5106182,1998
5106192,1998
5106200,1985
5106210,1998
5107042,1998
5274994,1996
5106234,1998
5106258,1998
5106278,1993
5106294,1998
5106300,1998
5106316,1993
5106330,1998
5106372,1997
5148764,1999
5106436,1998
5106450,1998
5106482,1998
5106494,1998
5106500,1999
5107886,1998
5106524,1998
5106574,1998
5106580,1998
5106596,1998
5106602,1998
5121708,1998
5106630,1998
5106636,1998
5106672,1998
5106680,1998
5106686,1998
5106714,1998
5106740,1998
5121714,1998
5148770,1999
5148776,1999
5106746,1998
5106752,1998
5106782,1998
5106788,1998
5106794,1998
5106804,1998
5106834,1998
5106852,1998
5122038,1998
5122054,1998
5122060,1998
5122068,1998
5149400,1999
5149406,1999
5106858,1998
5106864,1998
5106948,1998
5106960,1998
5107018,1998
5122738,1998
5122750,1998
5107048,1998
5107068,1998
5107092,1998
5107110,1998
5107116,1998
5122756,1998
5122762,1998
5122782,1998
5122794,1998
