"project_id","year"
5343726,1991
5343728,2001
5343730,1991
5343732,2001
5343738,1994
5343798,2001
5343740,2001
5343742,1997
5343746,1997
5343751,1997
5343755,2001
5343757,1997
5343764,1997
5343766,2001
5343774,2002
5343782,2002
5343785,1991
5343789,2002
5343807,2001
5343815,2002
5343832,2002
5343849,2002
5343908,2001
5343910,1992
5343918,1992
5343926,1992
5343931,2001
5343934,1992
5343947,2001
5343949,1992
5343957,2002
5343962,1992
5343965,2002
5343970,1992
5343978,1992
5343985,1992
5343989,2002
5343993,1992
5343997,2001
5344001,1995
5344005,2002
5344013,1992
5344014,2001
5344036,1995
5344044,1995
5344046,2002
5344051,1992
5344054,2002
5344066,1992
5344077,2001
5344085,2001
5344094,2002
5344103,2002
5344111,2002
5344118,2001
5344126,2002
5344133,2002
5344142,2002
5344154,2002
5344170,2001
5344178,2001
5344194,2001
5344201,2001
5344224,2001
5344232,2001
5344254,2001
5344294,2002
5344309,2001
5344317,2001
5344325,2001
5344341,2001
5344349,2001
5344358,2001
5344397,2001
5344413,2001
5344416,1993
5344424,1993
5344431,1993
5344433,2001
5344438,1993
5344441,2001
5344445,1993
5344452,1996
5344455,2001
5344459,1993
5344467,1996
5344474,1996
5344482,1993
5344651,2001
5344487,2001
5344490,1993
5344494,2001
5344504,1993
5344514,1996
5344521,1997
5344535,1993
5344538,2001
5344544,1993
5344553,1993
5344556,2001
5344561,1993
5344570,1996
5344580,1993
5344588,1993
5344595,1993
5344603,1993
5344610,1993
5344611,2001
5344617,1993
5344626,1996
5344657,1989
5344665,1991
5344668,2001
5344672,1994
5344676,2001
5344680,1997
5344684,2001
5344688,1997
5344691,2002
5344696,1997
5344704,1997
5344772,2001
5344707,2001
5344715,1988
5344724,1988
5344729,2001
5344730,1988
5344737,1991
5344738,2001
5344745,1995
5344748,2001
5344752,1997
5344756,2001
5344760,1997
5344767,1988
5344782,1988
5344790,1990
5344795,2001
5344798,1991
5344804,2001
5344806,1994
5344814,1994
5344820,1988
5344823,2001
5344828,1988
5344831,2001
5344838,1988
5344840,2001
5344846,1988
5344854,1994
5344918,2001
5344923,1993
5344931,1993
5344934,2001
5344940,1996
5344942,2001
5344948,1993
5344955,1993
5344958,2001
5344963,1993
5344966,2001
5344971,1993
5344975,2002
5344979,1996
5345004,2001
5345009,1993
5345013,2001
5345017,1993
5345021,2001
5345030,2001
5345037,2001
5345044,2002
5345060,2002
5345069,2001
5345078,2001
5345093,2001
5345110,2001
5345141,2001
5345152,2001
5345157,1994
5345161,2002
5345165,1994
5345169,2001
5345172,1994
5345176,2001
5345188,1994
5345194,1994
5345202,1994
5345206,2001
5345217,1994
5345297,2002
5345302,1995
5345310,1994
5345223,2001
5345225,1994
5345233,1994
5345241,1995
5345247,2001
5345250,1997
5345257,1994
5345263,2001
5345265,1994
5345271,2001
5345273,1994
5345279,2001
5345312,2002
5345320,2002
5345345,2001
5345352,2001
5345360,2001
5345368,2001
5345376,2001
5345747,2001
5345749,1994
5345753,1994
5345385,2001
5345415,2001
5345423,2001
5345432,2001
5345457,2001
5345809,1994
5345811,2003
5345813,1994
5345466,2001
5345467,1994
5345473,1994
5345474,2001
5345483,1994
5345492,1994
5345497,2001
5345499,1994
5345513,1998
5345523,1998
5345543,1994
5345550,1994
5345554,2001
5345558,1994
5347507,2001
5345562,2001
5345573,1994
5345581,1994
5345586,2001
5345589,1994
5345592,2001
5345596,1994
5345600,2001
5345604,1994
5345617,2001
5345619,1995
5345633,1994
5345643,1994
5345651,1994
5345664,2002
5345703,2001
5345715,2001
5345719,2001
5345723,2001
5345727,2001
5345739,2001
5345743,2001
5347509,1997
5345755,2001
5345756,1994
5345759,2001
5345761,1994
5345763,1994
5345765,2001
5345767,1994
5345769,2001
5345771,1994
5345773,2001
5345775,1994
5345777,1994
5345779,2001
5345781,1994
5345783,2002
5345785,1994
5345789,1994
5345791,2001
5345793,1995
5345795,2001
5345797,1994
5345801,1996
5345803,2001
5345805,1994
5345807,2001
5345815,2001
5345817,1994
5345819,2001
5345821,1989
5345825,1989
5345827,2001
5345829,1989
5345831,2001
5345833,1992
5345835,2001
5345837,1992
5345839,2001
5345841,1995
5345845,1995
5346234,2001
5345847,2001
5345849,1989
5345853,1989
5345857,1989
5345861,1989
5345865,1996
5345869,1992
5345873,1989
5345877,1989
5345879,2001
5345881,1989
5345885,1989
5345887,2001
5345889,1989
5345935,2001
5345891,2001
5345893,1992
5345895,2001
5345897,1995
5345900,1992
5345905,1992
5345909,1995
5345913,1995
5345917,1995
5345921,1995
5345927,2001
5345929,1989
5345933,1992
5345937,1994
5345941,1994
5346013,2001
5345943,2001
5345945,1994
5345947,2001
5345953,1994
5345957,1994
5345961,1994
5345965,1994
5345969,1994
5345979,1994
5345981,2001
5345983,1994
5345987,1994
5345991,1994
5345993,2002
5345995,1994
5345997,1994
5345999,2002
5346001,1996
5346005,1994
5346007,2001
5346236,1993
5346039,2001
5346047,2002
5346055,2002
5346059,2001
5346069,2001
5346077,2001
5346081,2001
5346324,1995
5346091,2002
5346097,2001
5346103,2001
5346107,2001
5346111,2001
5346119,2001
5346135,2002
5346142,1991
5346144,2001
5346147,1991
5346151,1991
5346153,2001
5346156,1991
5346158,2002
5346160,1993
5346164,1993
5346166,2001
5346168,1993
5346170,2001
5346172,1993
5346194,2001
5346196,1991
5346200,1991
5346204,1991
5346206,2001
5346208,1991
5346212,1991
5346214,2001
5346216,1991
5346220,1991
5346222,2001
5346224,1991
5346238,2001
5346240,1993
5346242,2001
5346244,1993
5346246,2002
5346252,2001
5346254,1993
5346256,2002
5346258,1996
5346260,2002
5346262,1996
5346266,1996
5346270,1991
5346274,1995
5346278,1995
5346282,1995
5346286,1995
5346288,2001
5346290,1995
5346292,2001
5346294,1995
5346298,1995
5346300,2001
5346302,1995
5346306,1995
5346308,2001
5346310,1995
5346314,2002
5346316,1995
5346318,2002
5346320,1995
5346322,2002
5346326,2001
5346328,1995
5346330,2002
5346332,1995
5346338,2001
5346340,1991
5346342,2001
5346344,1991
5346388,2002
5346390,1997
5346346,2002
5346348,1994
5346355,1997
5346364,1991
5346366,1992
5346368,2001
5346370,1991
5346372,2002
5346374,1993
5346382,1994
5346384,2002
5346394,1991
5346398,2002
5346402,2002
5346404,1991
5346408,1994
5346412,1994
5346414,2001
5346416,1997
5346420,1997
5346422,2001
5346424,1997
5346428,1991
5346432,1991
5346434,2002
5346436,1991
5346673,1991
5346677,1991
5346679,2001
5346681,1991
5346685,1991
5346689,1991
5346693,1998
5346442,2002
5346444,1994
5346446,2002
5346448,1991
5346454,1995
5346456,2001
5346458,1995
5346462,1995
5346464,2002
5346466,1995
5346468,2001
5346470,1995
5346472,2001
5346474,1995
5346477,1995
5346482,1995
5346486,1995
5346488,1995
5346695,2002
5346697,1997
5346699,2002
5346701,1997
5346490,2001
5346492,1995
5346496,1995
5346500,1995
5346504,1991
5346508,1991
5346510,2001
5346512,1991
5346518,2002
5346520,1991
5346522,2001
5346528,1994
5346532,1994
5346705,1997
5346709,1991
5346711,2001
5346534,2001
5346540,1997
5346544,1991
5346553,1991
5346557,1991
5346559,2002
5346561,1991
5346563,2001
5346565,1991
5346567,2001
5346569,1992
5346573,1994
5346575,2001
5346581,1991
5346585,1991
5346589,1991
5346593,1991
5346597,1997
5346601,1991
5346713,1991
5346717,1991
5346721,1991
5346725,1994
5346603,2002
5346605,1994
5346607,2002
5346609,1995
5346613,1995
5346615,2002
5346617,1995
5346619,2001
5346621,1995
5346625,1995
5346627,2001
5346629,1995
5346729,1994
5346733,1994
5346737,1994
5346741,1997
5346743,2002
5346631,2001
5346633,1995
5346635,2001
5346637,1995
5346641,1995
5346643,2001
5346645,1995
5346649,1995
5346653,1995
5346655,2002
5346657,1995
5346659,2002
5346661,1995
5346663,2002
5346665,1995
5346669,1991
5346775,2002
5346779,2002
5346781,1996
5346783,2002
5346787,1996
5346789,2001
5346795,1996
5346797,2002
5346799,1996
5346803,1996
5346807,1996
5346809,2001
5346811,1996
5370535,2002
5346813,2001
5346815,1999
5346817,2001
5346819,1999
5346821,2001
5346823,1996
5346827,1996
5346829,2002
5346833,2002
5346835,1996
5346837,2002
5346839,1996
5346843,1996
5346847,1996
5346867,2001
5346869,1995
5346873,1992
5346877,1992
5346879,2002
5346881,1995
5346885,1992
5346887,2001
5346889,1992
5346893,1992
5346899,2001
5346901,1995
5346903,2002
5346905,1992
5346909,1992
5346913,1992
5346915,2002
5346917,1992
5346919,2002
5346921,1992
5346923,2002
5346925,1992
5346927,2001
5346929,1995
5346931,2002
5346933,1996
5346983,2001
5346985,1996
5346987,2002
5346992,1996
5346998,1996
5347002,1996
5347004,2002
5347006,1996
5347008,2002
5347010,2002
5347012,1996
5347014,2002
5347016,1993
5347018,2002
5347020,1993
5347026,1993
5347028,2002
5347030,1993
5347034,1999
5347038,1993
5347042,1993
5347046,1993
5347054,1993
5347056,2001
5347058,1993
5347060,2001
5347062,2002
5347064,2001
5347066,1993
5347068,2001
5347070,1993
5347074,1993
5347076,2001
5347078,1994
5347080,2001
5347082,1996
5347084,2002
5347086,1996
5347090,1996
5347098,1996
5347100,2002
5347102,1996
5347104,2001
5347110,2001
5347112,1996
5347118,1996
5347122,2001
5347124,1996
5347128,1996
5347132,1996
5347134,2001
5347136,1996
5347138,2001
5347144,1998
5347152,1996
5347156,1993
5347160,1993
5347166,2001
5347170,2002
5347172,1993
5347174,2001
5347176,1993
5347180,1993
5347184,1996
5347188,1996
5347192,1996
5347208,2001
5347210,1994
5347218,1993
5347220,2002
5347222,1993
5347936,2001
5347224,2001
5347226,1993
5347228,2001
5347230,2001
5347232,1996
5347234,1993
5347235,2001
5347238,1993
5347240,2002
5347242,1993
5370573,2002
5347244,2001
5347246,1993
5347248,2001
5347254,1993
5347256,1996
5347257,2001
5347260,1993
5347262,2001
5347264,1996
5347266,2001
5347270,2002
5347272,1999
5347276,1996
5347278,2002
5347280,1996
5347282,2002
5347284,1996
5347288,1996
5347290,2001
5347292,1996
5347322,2001
5347324,1998
5347326,2001
5347328,1996
5347330,2001
5347331,1996
5347336,1994
5347340,1994
5347344,2001
5347346,1994
5347348,2001
5347350,1994
5347352,2001
5347354,1994
5347358,1994
5347360,2001
5347362,1994
5347368,2001
5347370,1994
5347378,1994
5347380,2001
5347382,1994
5347511,2001
5347384,2002
5347385,1994
5347389,1994
5347392,2002
5347393,1995
5347398,1995
5347405,2002
5347406,1995
5347415,2002
5347416,1997
5347421,2002
5347423,1997
5347425,2001
5347429,2001
5347431,1997
5347435,1997
5347437,2002
5347439,1997
5347441,1997
5347445,1997
5347447,2002
5347449,1997
5347451,2002
5347453,1997
5347513,1997
5347517,1997
5347455,2001
5347457,1997
5347461,1997
5347463,2002
5347465,1997
5347469,1997
5347471,2002
5347473,1997
5347477,1997
5347479,2001
5347481,1997
5347486,1997
5347491,1997
5347494,1997
5347497,1994
5347501,1997
5347505,1997
5347605,2001
5347523,2001
5347525,1998
5347529,1997
5347531,2001
5347533,1997
5347537,1997
5347539,2001
5347541,1997
5347543,2001
5347545,1997
5347547,2001
5347549,1997
5347553,1997
5347557,1997
5347607,1997
5347611,1997
5347559,2002
5347561,1997
5347563,2002
5347571,2001
5347573,1997
5347581,1994
5347583,2001
5347585,1994
5347589,1994
5347591,1994
5347593,2002
5347595,1994
5347631,2001
5347633,1994
5347637,1995
5347641,1994
5347645,1994
5347649,1996
5347653,1994
5347657,1997
5347661,1997
5347663,2001
5347665,1997
5347669,1997
5347673,1997
5347675,2001
5347677,1997
5347679,2001
5347940,2002
5347683,2001
5347685,1997
5347689,1997
5347691,2001
5347693,1997
5347695,2001
5347697,1997
5347699,2001
5347701,1997
5347705,1997
5347709,1997
5347713,1997
5347715,2001
5347717,1997
5347719,2002
5347721,1997
5347725,1994
5347729,1994
5347733,1994
5347735,2001
5347737,1994
5347739,2001
5347741,1994
5347743,2002
5347745,1994
5347749,1996
5370611,2002
5347773,2001
5347775,1994
5347779,1994
5347781,2004
5347783,1994
5347785,2001
5347787,1994
5347795,1994
5347797,2001
5347799,1997
5347802,1997
5347806,2001
5347812,1997
5347816,1997
5347820,1994
5347824,1997
5347828,1997
5347830,2001
5347832,1997
5347836,1997
5347838,2001
5347840,1997
5347842,2001
5347844,1997
5347848,1997
5347852,1997
5347856,1997
5347858,2001
5347860,1997
5347864,1997
5347868,1997
5347870,2002
5347872,1997
5347874,2001
5347876,1997
5347878,2002
5347880,2003
5347882,2001
5347884,1997
5347886,2001
5347888,1997
5347890,2001
5347892,1997
5347896,1997
5347898,2001
5347900,1997
5347902,2001
5347904,1997
5347911,2001
5347944,2002
5347948,2002
5347958,2002
5347966,2002
5347970,2002
5347978,2002
5347984,2001
5347988,2001
5347992,2002
5348012,2001
5348040,2001
5348449,2002
5348068,2001
5348076,2002
5348084,2001
5348106,2001
5348114,2002
5348124,2002
5348678,2002
5348136,2001
5348140,2002
5348146,2002
5348150,2002
5348166,2001
5348179,2001
5348191,2001
5348199,2001
5348203,2001
5348207,2001
5348216,2002
5348225,2002
5348229,2002
5348233,2002
5348237,2002
5348241,2001
5348245,2001
5348249,2002
5348265,2001
5348271,2001
5348291,2001
5348295,2001
5348327,2001
5348411,2001
5348427,2002
5348331,2001
5348333,2001
5348337,2001
5348353,2001
5348379,2002
5348389,2002
5348407,2001
5348437,2002
5348457,2001
5348465,2001
5348469,2001
5348474,2001
5348482,2001
5348487,2002
5348491,2001
5348494,2002
5348503,2001
5348541,2001
5348549,2001
5348557,2001
5348563,2002
5348571,2001
5348575,2001
5348596,2001
5348600,2001
5348604,2001
5348608,2001
5348612,2001
5348618,2001
5348626,2001
5348638,2002
5348642,2001
5348646,2001
5348650,2001
5348674,2001
5348682,2001
5348694,2001
5348730,2002
5348738,2001
5348750,2001
5348766,2001
5348774,2001
5348778,2001
5348782,2001
5348786,2001
5348790,2001
5348794,2001
5348798,2001
5348818,2002
5348830,2001
5348838,2001
5348842,2001
5348850,2001
5348854,2001
5348866,2002
5348880,2001
5348886,2002
5348914,2001
5348918,2001
5348930,2001
5349093,2002
5348964,2001
5349001,2001
5349025,2001
5349029,2001
5349412,2001
5349033,2001
5349043,2001
5349051,2001
5349059,2001
5349081,2001
5349097,2002
5349106,2002
5349111,2001
5349115,2002
5349119,2002
5349478,2001
5349123,2002
5349129,2002
5349133,2002
5349141,2002
5349147,2002
5349163,2002
5349167,2001
5349171,2002
5349175,2001
5349187,2001
5349191,2001
5349207,2001
5349211,2001
5349215,2001
5349223,2001
5349227,2001
5349269,2001
5349273,2001
5349281,2001
5349305,2001
5349756,2002
5349313,2001
5349319,2001
5349327,2002
5349331,2001
5349339,2001
5349863,2002
5349343,2001
5349353,2001
5349357,2001
5349384,2002
5349388,2001
5349392,2001
5349951,2001
5349955,2001
5349959,2001
5349416,2001
5349424,2001
5349428,2001
5349440,2001
5349454,2001
5349466,2001
5349482,2002
5349486,2002
5349490,2001
5349506,2001
5349510,2002
5349963,2001
5349967,2001
5349522,2002
5349530,2001
5349534,2002
5349538,2001
5349554,2001
5349971,2001
5349558,2001
5349562,2001
5349576,2001
5349580,2001
5349584,2001
5350316,2001
5349587,2001
5349590,2002
5349602,2002
5349608,2001
5349628,2002
5349632,2001
5349636,2001
5349640,2001
5349654,2001
5349658,2001
5349666,2001
5349670,2001
5349678,2001
5349682,2001
5349704,2001
5349712,2001
5349716,2002
5349728,2002
5349744,2001
5349760,2001
5349768,2001
5349778,2001
5349782,2001
5349798,2002
5349819,2001
5371357,2002
5349825,2001
5349829,2001
5349833,2001
5349837,2001
5349853,2001
5349857,2001
5372888,1997
5349871,2001
5349879,2001
5349883,2001
5349887,2002
5349891,2001
5349895,2002
5349911,2002
5349919,2002
5349929,2001
5349935,2001
5349939,2001
5349943,2001
5349947,2001
5349975,2002
5349981,2001
5349989,2002
5349993,2001
5349999,2001
5350007,2002
5350867,2002
5350011,2002
5350019,2001
5350023,2001
5350025,2001
5350029,2002
5350034,2001
5350039,2001
5350396,2001
5350043,2001
5350047,2001
5350055,2002
5350059,2001
5350063,2001
5350073,2001
5350077,2001
5350081,2001
5350085,2001
5350093,2001
5350097,2001
5350111,2001
5350115,2002
5350123,2001
5350127,2001
5350131,2001
5350139,2001
5350143,2001
5350147,2001
5350422,2002
5350151,2001
5350155,2002
5350159,2001
5350163,2002
5350167,2001
5350179,2001
5350183,2001
5350187,2000
5350191,2001
5350197,2001
5350204,2001
5350208,2001
5350216,2002
5350590,2001
5350220,2001
5350226,2002
5350240,2001
5350254,2001
5350723,2002
5376114,2002
5350262,2001
5350266,2001
5350282,2001
5350286,2001
5350294,2001
5350308,2001
5350332,2001
5350342,2001
5350346,2001
5350354,2002
5350727,2002
5350366,2002
5350374,2002
5350378,2001
5350382,2001
5350386,2001
5376116,1997
5350436,2002
5350440,2001
5350448,2002
5350496,2001
5350510,2001
5350514,2001
5350522,2002
5350530,2001
5350534,2001
5350538,2001
5350558,2001
5350566,2001
5350578,2001
5350582,2002
5350594,2001
5350606,2002
5350610,2002
5350614,2001
5350620,2002
5350624,2002
5350628,2002
5350632,2001
5350644,2001
5350653,2002
5350659,2001
5350671,2002
5350675,2002
5350679,2002
5350695,2002
5350699,2001
5350703,2002
5350715,2001
5350719,2001
5350731,2002
5350739,2001
5350755,2001
5350759,2001
5350763,2001
5350767,2001
5350771,2001
5350775,2002
5350779,2002
5350789,2001
5350801,2001
5350809,2002
5350813,2002
5350825,2001
5350833,2001
5350838,2001
5350849,2001
5350879,2001
5350899,2001
5350904,2001
5350909,2001
5350913,2001
5350917,2001
5350927,2001
5350931,2001
5350935,2002
5350939,2001
5350951,2001
5350959,2001
5351005,2001
5350967,2001
5350973,2002
5350977,2001
5350987,2001
5350999,2002
5351168,2001
5351009,2001
5351013,2001
5351023,2001
5351027,2002
5351039,2002
5351061,2001
5351065,2001
5351088,2001
5351096,2001
5351108,2001
5351116,2001
5351130,2001
5351134,2001
5351138,2001
5351142,2001
5351146,2001
5351152,2001
5351164,2002
5351176,2001
5351180,2001
5351185,2001
5351188,1986
5351190,2001
5351194,1986
5351200,1986
5351202,2001
5351204,1986
5351206,2002
5351210,1986
5351212,2002
5351214,1986
5351216,2001
5351228,2001
5351230,1989
5351232,1986
5351233,2001
5351236,1987
5351238,2001
5351240,1986
5351244,1992
5351246,2001
5351248,1986
5351252,1986
5351262,2001
5351274,2001
5351278,2001
5351282,2001
5351286,2001
5351290,2001
5351302,2001
5351320,2001
5351336,2001
5351344,2001
5351348,2001
5351352,2001
5351356,2001
5351360,2001
5351388,2001
5351392,2001
5351396,2001
5351404,2001
5351428,2001
5351432,2002
5351440,2002
5351461,2001
5351470,2001
5351474,2001
5351479,2001
5351487,2001
5351495,2002
5351499,2002
5352156,2001
5352160,2001
5351503,2001
5351520,2002
5351537,2002
5351545,2002
5351561,2002
5351565,2001
5351573,2001
5351593,2001
5351602,2001
5351607,2002
5351611,2001
5351615,2002
5351619,2002
5351631,2001
5351639,2001
5351651,2001
5351659,2002
5351663,2001
5351671,2001
5351675,2001
5351679,2002
5351683,2001
5351693,2001
5351697,2001
5351705,2001
5351709,2001
5351713,2002
5351717,2002
5351725,2001
5351731,2001
5351735,2001
5351739,2001
5351747,2001
5351751,2001
5351755,2001
5351759,2002
5351767,2002
5351780,2002
5351785,2001
5351793,2001
5351805,1987
5351807,1987
5351808,2002
5351811,1987
5351813,2002
5351815,1987
5351817,2001
5351819,1987
5351821,2002
5351823,1987
5351828,2001
5351834,1987
5351840,2001
5351848,2001
5351884,2002
5351888,2002
5351896,2001
5351900,2002
5351904,2001
5351908,2001
5351916,2001
5351930,2001
5351950,2001
5351966,2001
5352164,2001
5351982,2002
5351986,2002
5351990,2002
5351994,2001
5352002,2002
5352018,2001
5352022,2002
5352027,2001
5352034,2002
5352038,2002
5352042,2002
5352046,2002
5352054,2002
5352059,2001
5352064,2002
5352066,2002
5352072,2001
5352076,2001
5352114,2001
5376118,2002
5352122,2001
5352126,2001
5352132,2002
5352140,2001
5352148,2001
5352152,2001
5376122,2002
5352168,2001
5352172,2001
5352180,2001
5352188,2001
5352208,2001
5352216,2002
5352220,2002
5352228,2001
5352232,2001
5352236,2001
5352250,2002
5352258,2002
5352262,2002
5352282,2002
5352312,2002
5352317,2001
5352325,2001
5352341,2001
5352345,2001
5352353,2001
5352377,2001
5352391,2001
5352395,2002
5352441,2001
5352449,2002
5352451,1989
5352453,2001
5352454,1989
5352457,1989
5352461,1989
5352465,1989
5352469,1989
5352471,2001
5352473,2002
5352474,1989
5352477,1992
5352483,1995
5352485,2002
5352486,1999
5352491,1989
5352495,1989
5352497,2001
5352499,1989
5352501,2001
5352503,1989
5352505,1992
5352509,1992
5352511,2001
5352513,1992
5352517,1995
5352519,2001
5352521,1989
5352523,2002
5352525,1989
5352529,1989
5352533,1989
5352535,2001
5352537,1989
5352541,1989
5352543,2001
5352545,1989
5352547,2002
5352549,1989
5352557,1992
5352561,1992
5352565,1992
5352567,2001
5352569,1995
5352571,2002
5352573,1995
5352577,1995
5352579,2001
5352581,1989
5352591,2001
5352601,2001
5352613,2001
5352625,2002
5352629,2001
5352642,2001
5352647,2001
5352659,2001
5352677,2001
5352686,2001
5352694,2002
5352698,2002
5352704,2002
5352716,2001
5352720,2002
5352732,2001
5352736,2002
5352758,2001
5352960,2001
5352762,2001
5352770,2001
5352774,2002
5352792,2001
5352804,2001
5353099,1990
5353101,2002
5353103,1990
5352808,2001
5352812,2002
5352828,2001
5352832,2001
5352844,2001
5352848,2001
5353105,1990
5365877,1997
5352864,2001
5352868,2001
5352874,2002
5352892,2001
5352896,2002
5353219,1990
5353221,1996
5352900,2002
5352904,2002
5352920,2001
5352928,2001
5352932,2002
5352948,2001
5353283,1993
5352966,2002
5352970,2001
5352982,2001
5352990,2001
5352994,2002
5352998,2001
5353002,2002
5353006,2001
5353014,2001
5353018,2001
5353024,2001
5353032,2001
5353036,2002
5353044,2001
5353048,2001
5353056,2001
5353062,1990
5353064,2001
5353070,1990
5353074,1990
5353085,2001
5353087,1990
5353089,2002
5353091,1990
5353093,2001
5353097,2001
5353107,2002
5353109,1990
5353111,2001
5353113,1990
5353117,1990
5353121,1993
5353123,2001
5353125,1996
5353127,2002
5353129,1996
5353131,2001
5353133,1990
5353135,2001
5353137,1990
5353139,2001
5353143,1990
5353411,2001
5353145,2002
5353151,1993
5353155,1996
5353157,2001
5353163,1990
5353167,2001
5353171,2001
5353177,1993
5353181,1990
5353185,1992
5353189,1992
5353191,2001
5353194,1992
5353197,1992
5353201,1992
5353203,2002
5353205,1993
5353209,1990
5353213,1990
5353223,2001
5353225,1990
5353229,1996
5353231,2001
5353237,1990
5353241,1990
5353243,2002
5353245,1990
5353247,2001
5353249,1990
5353253,1990
5353255,2001
5353257,1990
5353261,1990
5353265,1990
5353267,1990
5353271,1990
5353275,1990
5353279,1991
5353417,1995
5353285,2002
5353287,1993
5353291,1996
5353295,1996
5353297,2001
5353299,1996
5353305,2002
5353307,1996
5353309,2002
5353311,1996
5353315,1996
5353319,1990
5353323,1990
5353327,1990
5353329,2001
5353331,1990
5353335,1990
5353341,1993
5353343,2002
5353345,1993
5353349,1993
5353616,1991
5353620,1994
5353624,1994
5353628,1994
5353632,1994
5353351,2001
5353353,1993
5353359,1993
5353362,1996
5353367,1996
5353373,1990
5353374,2001
5353377,1992
5353381,1990
5353383,2001
5353385,1990
5353387,2002
5353389,1990
5353393,1990
5353394,2002
5353399,1993
5353401,2001
5353403,1993
5353405,1997
5353409,1997
5353852,1991
5353419,2002
5353421,1990
5353427,2001
5353429,1990
5353431,2002
5353433,1994
5353435,2001
5353437,1990
5353441,1991
5353445,1990
5353449,1990
5353451,2002
5353453,1993
5353455,2001
5353457,1990
5353858,2002
5353868,1991
5353870,2002
5353876,1994
5353459,2003
5353461,1990
5353469,1994
5353471,2002
5353473,1993
5353475,2002
5353477,1994
5353479,2002
5353481,1990
5353483,2001
5353485,1992
5353489,1990
5353493,1990
5353880,1994
5353884,1994
5353495,2002
5353497,1996
5353501,1990
5353512,1993
5353516,1996
5353520,1990
5353524,1990
5353526,2002
5353528,1990
5353532,1991
5353534,2002
5353536,1993
5353540,1996
5353542,2002
5353544,1990
5353548,1990
5353552,1990
5353554,2002
5353556,1996
5353560,1996
5353564,1990
5353566,2001
5353937,1993
5353943,2002
5353945,1991
5353570,2002
5353572,1996
5353576,2001
5353580,2002
5353582,1991
5353586,1993
5353590,1993
5353594,1993
5353595,2001
5353598,1991
5353600,2001
5353602,1991
5353607,1991
5353612,1991
5353614,2001
5353634,2002
5353636,1994
5353638,2001
5353640,1991
5353642,2002
5353644,1991
5353648,1991
5353652,1991
5353654,2001
5353656,1991
5353658,2002
5353660,1991
5353664,1994
5353668,1991
5353672,1993
5353674,2002
5353680,1996
5353684,1996
5353688,1999
5353690,2002
5354077,1991
5353694,2001
5353700,1996
5353705,1996
5353708,1996
5353710,2002
5353712,1996
5353714,2002
5353716,1996
5353718,2002
5353720,1996
5353722,2002
5353724,1996
5353726,2002
5353728,1999
5353738,2001
5353739,1996
5353742,1996
5353750,1996
5353754,1996
5353758,1996
5353762,1996
5353766,1990
5353770,1990
5353774,1990
5353778,1990
5353780,2002
5353782,1990
5353786,1993
5353790,1990
5353792,2002
5353794,1990
5353796,2002
5353798,1990
5353800,2002
5353802,1990
5353806,1991
5353808,2001
5353814,1990
5353816,2002
5353822,2001
5353824,1990
5353828,1991
5353832,1991
5353838,2002
5353840,1992
5353842,2002
5353844,1991
5353846,2002
5353848,1991
5353886,2001
5353890,2002
5353892,1997
5353894,2002
5353896,1991
5353898,2002
5353900,1991
5353902,2001
5353905,1991
5353915,1991
5353917,1991
5353921,1995
5353925,1991
5353929,1991
5353931,2001
5353933,1991
5353935,2001
5353952,2001
5353957,2001
5353961,2001
5353969,2002
5353973,2002
5353981,2001
5354079,2001
5353993,2002
5353997,2001
5354003,2002
5354007,2002
5354015,2002
5354081,1991
5354019,2002
5354029,2001
5354033,2002
5354037,2002
5354067,1991
5354069,1991
5354071,2002
5354073,1991
5354087,2002
5354089,1991
5354091,2002
5354093,1991
5354095,2002
5354097,1993
5354101,1994
5354105,1994
5354107,2001
5354109,1994
5355222,2002
5354111,2001
5354113,1994
5354115,2002
5354117,1991
5354119,2002
5354121,1991
5354123,2002
5354125,1991
5354129,1993
5354133,1993
5354135,2001
5354137,1994
5355224,1996
5354139,2001
5354141,1994
5354143,2001
5354145,1995
5354147,2003
5354149,1991
5354153,1991
5354155,2002
5354157,1992
5354161,1992
5354163,2001
5354165,1992
5354167,2003
5354173,1992
5354175,2001
5354177,1992
5355226,2002
5355228,1996
5354179,2002
5354181,1992
5354183,1995
5354185,2002
5354187,1995
5354189,2001
5354191,1992
5354193,2001
5354195,1992
5354199,1992
5355449,1994
5355451,2002
5355457,1994
5355461,1998
5354201,2002
5354205,2001
5354207,1992
5354211,1992
5354213,2002
5354214,1992
5354219,2001
5354221,1993
5354223,2002
5354225,1995
5354227,2002
5354231,2002
5354233,1995
5354322,2001
5354235,2002
5354237,1995
5354241,1995
5354245,1995
5354249,1995
5354253,1995
5354255,2001
5354261,1992
5354263,2001
5354265,1995
5354269,1995
5354273,1995
5354302,2001
5354314,2001
5354470,1992
5366063,2002
5354326,2002
5354338,2001
5354342,2001
5354350,2002
5354360,2001
5354366,1993
5354370,1993
5354374,1993
5354380,2001
5354384,2001
5354386,1993
5356840,2002
5354392,2001
5354393,1993
5354396,2001
5354398,1993
5354400,2002
5354402,1993
5354404,2001
5354406,1996
5354472,2001
5354412,2001
5354414,1993
5354418,1993
5354422,1993
5354426,1994
5354430,1993
5354434,1996
5354436,2002
5354438,1996
5354440,2001
5354442,1996
5354444,2002
5354446,1996
5354448,2001
5354450,1993
5354454,1992
5354456,1992
